Ticker,timestamp,Date,Error,data_source,last_price,volume,price_source,quote_time,trade_time,quote_age_sec,is_market_open,market_status,price_history_status,hv_status,IV_7_D_Call,IV_14_D_Call,IV_21_D_Call,IV_30_D_Call,IV_60_D_Call,IV_90_D_Call,IV_120_D_Call,IV_150_D_Call,IV_180_D_Call,IV_270_D_Call,IV_360_D_Call,IV_720_D_Call,IV_1080_D_Call,IV_7_D_Put,IV_14_D_Put,IV_21_D_Put,IV_30_D_Put,IV_60_D_Put,IV_90_D_Put,IV_120_D_Put,IV_150_D_Put,IV_180_D_Put,IV_270_D_Put,IV_360_D_Put,IV_720_D_Put,IV_1080_D_Put,hv_10,hv_20,hv_30,hv_60,hv_90,HV_10_D_Cur,HV_20_D_Cur,HV_30_D_Cur,HV_60_D_Cur,HV_90_D_Cur,HV_120_D_Cur,HV_150_D_Cur,HV_180_D_Cur,hv_slope,volatility_regime,HV_EWMA,highPrice,lowPrice,openPrice,closePrice,52WeekHigh,52WeekLow,netChange,netPercentChange,dividendDate,dividendYield,snapshot_ts,VVIX,VIX,SPY_Change_Pct,Snapshot_Age_Hours,Snapshot_Age_Trading_Days,Stock_Price,Stock_Price_Source,YF_Demand_Status,Resolution_Path,iv_7d,iv_14d,iv_21d,iv_30d,iv_60d,iv_90d,iv_120d,iv_180d,iv_360d,IV_History_Count,IV_Maturity_Level,IV_Rank_20D,IV_Rank_30D,IV_Rank_60D,IV_Rank_252D,IV_7D_5D_ROC,IV_30D_5D_ROC,IV_30D_10D_ROC,IV_90D_10D_ROC,IV_30D_Mean_30,IV_30D_Std_30,IV_30D_ZScore_30,Slope_30_7,Slope_30_21,Slope_90_30,Slope_180_90,Surface_Steepness,Surface_Shape,IV_Regime,Structural_IV_Cycle,LongTerm_ZScore,IV_Rank_Source,Regime_Days_In,IV_Trend_7D,HV_Accel_Proxy,IV_Maturity_State,Regime,IV_Rank,HV_Trend_30D,Recent_Vol_Spike,Regime_Original,Regime_Adjusted,VVIX_Override_Applied,VVIX_Flag,IV_Timing_State,IV_Chase_Risk,Trend_State,Price_vs_SMA20,Price_vs_SMA50,Volume_Trend,ADX,RSI,Trend_Strength,RV_10D,RV_Calculated,Step2_Warning,RV_IV_Ratio,OHLC_Status,OHLC_Bar_Count,OHLC_Last_Date,Chart_Pattern,Pattern_Confidence,Candlestick_Pattern,Entry_Timing_Quality,Reversal_Confirmation,Signal_Type,intraday_range_pct,gap_pct,intraday_position_pct,compression_tag,gap_tag,intraday_position_tag,pct_from_52w_high,pct_from_52w_low,52w_range_position,52w_regime_tag,52w_strategy_context,net_change,net_percent_change,momentum_tag,entry_timing_context,days_to_earnings,earnings_proximity_flag,Earnings_Formation_Phase,Earnings_IV_Velocity,Earnings_Move_Ratio,Earnings_Beat_Rate,Earnings_Avg_IV_Crush,Earnings_Consecutive_Beats,Earnings_Consecutive_Misses,IVHV_gap_30D,IV_Rank_30D_Missing_Reason,IV_Maturity_State_Missing_Reason,Signal_Type_Missing_Reason,Regime_Missing_Reason,ADX_Missing_Reason,RSI_14_Missing_Reason,SMA20_Missing_Reason,MACD_Missing_Reason,Price_vs_SMA20_Missing_Reason,IV30_Call,HV30,IVHV_gap_abs,IVHV_gap_60D,IVHV_gap_90D,IVHV_gap_180D,IVHV_gap_360D,IVHV_gap_30D_pct,IVHV_gap_60D_pct,IVHV_gap_90D_pct,IVHV_gap_180D_pct,IVHV_gap_360D_pct,ShortTerm_IV_Edge,MediumTerm_IV_Edge,LEAP_IV_Edge,UltraLEAP_IV_Edge,ShortTerm_IV_Rich,ShortTerm_IV_Cheap,MediumTerm_IV_Rich,MediumTerm_IV_Cheap,LEAP_IV_Rich,LEAP_IV_Cheap,UltraLEAP_IV_Rich,UltraLEAP_IV_Cheap,IVHV_gap_10D,ShortTerm_Front_Rich,IVHV_gap_EWMA,ShortTerm_EWMA_Rich,ShortTerm_EWMA_Cheap,Gap_Trigger_Type,HighVol,ElevatedVol,ModerateVol,LowRank,IV_Rich,IV_Cheap,MeanReversion_Setup,Expansion_Setup,df_elevated_plus,df_moderate_vol
WYNN,2026-03-13 07:54:16.448,2026-03-13,,schwab,101.325,384253.0,lastPrice,2026-03-13 14:54:25.543,2026-03-13 14:53:52.396,24.052,True,OPEN,OK,COMPUTED,45.199,44.269,,40.815,43.806,41.954,41.954,,38.774,,37.783,,,,,,,,,,,,,,,,36.48283303102497,43.62637883719793,45.15956481818195,35.90427030267354,36.619344418396906,36.48283303102497,43.62637883719793,45.15956481818195,35.90427030267354,36.619344418396906,38.47201512692945,37.50618408511133,36.58100704906504,-8.676731787156982,High,40.03515956742994,101.335,99.5,100.21,98.79,134.72,65.25,2.535,2.5660492,,,2026-03-13 07:54:16.448,127.69000244140624,26.40999984741211,0.03453142,16.236474119166665,0,101.325,SCHWAB_LAST_PRICE,NOT_NEEDED,,49.496,46.081,43.946,42.737,42.267,41.583,41.583,38.088,37.153,12.0,1.0,,,,,0.03797839991611618,-0.044684370529327506,0.13432954666100436,-0.01657837479897835,,,,-6.759,-1.208999999999996,-1.1540000000000035,-3.4949999999999974,-12.343000000000004,INVERTED,,,,,0,Stable,Unknown,IMMATURE,Unknown,,Unknown,False,Unknown,Unknown,False,ELEVATED,BASELINE,LOW,Bearish,-5.9807055893875996,-10.1033681474294,Stable,37.07950997430641,37.89748221691507,Strong,35.686151195544404,True,,1.0566854205531961,OK,125,2026-03-13,,0.0,,,False,Bearish,1.8110041944238775,1.4373924486283909,99.4550408719351,NORMAL,NO_GAP,NEAR_HIGH,24.788450118764843,55.287356321839084,51.92889016841803,MID_RANGE,NEUTRAL,2.535,2.5660492,STRONG_UP_DAY,LATE_LONG,,False,,,,37.5,,0.0,4.0,-4.344564818181951,IMMATURE_HISTORY,PRESENT,PRESENT,PRESENT,PRESENT,SCHEMA_MISMATCH,SCHEMA_MISMATCH,SCHEMA_MISMATCH,PRESENT,40.815,45.15956481818195,4.344564818181951,7.901729697326459,5.334655581603094,2.1929929509349577,1.201992950934958,-9.620475386938983,22.007771306072396,14.567862058510961,5.994894968292043,3.285838876230936,True,True,True,False,False,True,True,False,True,False,False,False,4.332166968975031,True,0.7798404325700545,False,False,BOTH,False,True,False,False,False,True,False,False,True,False
XEL,2026-03-13 07:54:16.448,2026-03-13,,schwab,82.02,723225.0,lastPrice,2026-03-13 14:54:26.983,2026-03-13 14:54:21.222,-4.774,True,OPEN,OK,COMPUTED,25.836,25.836,,23.956,23.719,22.793,22.793,,21.852,,21.183,,,,,,,,,,,,,,,,10.262287356559575,18.31587147437441,17.899751811899833,16.953460226793762,16.533301671435137,10.262287356559575,18.31587147437441,17.899751811899833,16.953460226793762,16.533301671435137,18.59064750201821,17.447584816294402,17.177314186158025,-7.6374644553402575,Normal,15.557462174072526,82.06,81.07,81.27,80.2275,84.23,65.21,1.7925,2.23427129,,,2026-03-13 07:54:16.448,127.69000244140624,26.40999984741211,0.03453142,16.236474119166665,0,82.02,SCHWAB_LAST_PRICE,NOT_NEEDED,,26.019,26.019,,22.283,23.905,22.083,22.083,21.696,20.416,12.0,1.0,,,,,0.11401781126905278,-0.06238740333740515,-0.012258658322081707,-0.0933240269338152,,,,-3.735999999999997,,-0.20000000000000284,-0.3869999999999969,-5.602999999999998,FLAT,,,,,0,Falling,Unknown,IMMATURE,Unknown,,Unknown,False,Unknown,Unknown,False,ELEVATED,BASELINE,LOW,Neutral,-0.3921807071413433,4.6947096642253685,Stable,18.476448908699435,56.78403781598978,Moderate,11.328807765206534,True,,0.8032918283848598,OK,125,2026-03-13,,0.0,,,False,Bidirectional,1.2070226773957682,1.2994297466579285,95.95959595959536,NORMAL,NO_GAP,NEAR_HIGH,2.6237682535913662,25.77825486888515,88.38065194532068,MID_RANGE,NEUTRAL,1.7925,2.23427129,STRONG_UP_DAY,LATE_LONG,,False,,,,37.5,,0.0,0.0,6.056248188100167,IMMATURE_HISTORY,PRESENT,PRESENT,PRESENT,PRESENT,SCHEMA_MISMATCH,SCHEMA_MISMATCH,SCHEMA_MISMATCH,PRESENT,23.956,17.899751811899833,6.056248188100167,6.765539773206239,6.259698328564863,4.674685813841975,4.005685813841975,33.834257881016796,39.906542279279215,37.8611511055886,27.214299995798946,23.319628263363036,True,True,True,True,True,False,True,False,True,False,True,False,13.693712643440424,True,8.398537825927473,True,False,BOTH,True,False,False,False,True,False,False,False,True,False
XYZ,2026-03-13 07:54:16.448,2026-03-13,,schwab,60.43,1700854.0,lastPrice,2026-03-13 14:54:23.681,2026-03-13 14:54:22.895,-6.447,True,OPEN,OK,COMPUTED,56.032,55.475,,51.359,57.19,52.814,52.814,,51.354,,49.785,,,,,,,,,,,,,,,,52.15453598520341,73.12838456306639,76.71743359932675,58.89193415354275,56.05636109486953,52.15453598520341,73.12838456306639,76.71743359932675,58.89193415354275,56.05636109486953,52.868143577753045,49.750550467863306,48.71685780843524,-24.562897614123344,High_Contraction,70.16509100220797,61.45,60.21,60.65,59.9,82.5,44.27,0.53,0.88480801,,,2026-03-13 07:54:16.448,127.69000244140624,26.40999984741211,0.03453142,16.236474119166665,0,60.43,SCHWAB_LAST_PRICE,NOT_NEEDED,,56.953,56.932,55.845,54.713,57.225,53.321,53.321,51.457,49.715,12.0,1.0,,,,,0.031645111038655215,0.026337016263670365,0.12840555200362982,-0.06321263549956956,,,,-2.240000000000002,-1.131999999999998,-1.392000000000003,-1.8639999999999972,-7.2379999999999995,INVERTED,,,,,0,Rising,Unknown,IMMATURE,Unknown,,Unknown,False,Unknown,Unknown,False,ELEVATED,BASELINE,LOW,Neutral,1.8568994889267398,-2.4531109283840493,Falling,24.05882017337454,48.35633971936439,Moderate,49.62906905127492,True,,1.4021792553748973,OK,125,2026-03-13,Double Bottom,70.0,,,False,Bidirectional,2.0519609465497304,1.2520868113522539,17.741935483870847,NORMAL,NO_GAP,NEAR_LOW,26.751515151515154,36.50327535577139,42.27046821867643,MID_RANGE,NEUTRAL,0.53,0.88480801,NORMAL,MODERATE,,False,,,,54.166666666666664,,0.0,0.0,-25.35843359932675,IMMATURE_HISTORY,PRESENT,PRESENT,PRESENT,PRESENT,SCHEMA_MISMATCH,SCHEMA_MISMATCH,SCHEMA_MISMATCH,PRESENT,51.359,76.71743359932675,25.35843359932675,-1.7019341535427515,-3.24236109486953,2.637142191564756,1.0681421915647533,-33.054329908592365,-2.8899274204604612,-5.7841091207867965,5.413202554923687,2.1925514895991634,True,False,True,False,False,True,False,False,True,False,False,False,-0.7955359852034078,False,-18.80609100220797,False,True,BOTH,True,False,False,False,False,True,False,False,True,False
YUM,2026-03-13 07:54:16.448,2026-03-13,,schwab,160.67,180621.0,lastPrice,2026-03-13 14:54:26.174,2026-03-13 14:54:02.357,14.091,True,OPEN,OK,COMPUTED,24.837,24.837,,21.88,,23.032,22.741,,22.146,,26.106,,,,,,,,,,,,,,,,21.017928345380614,19.490525615608945,20.246989894295943,20.005251673184382,23.276603197662844,21.017928345380614,19.490525615608945,20.246989894295943,20.005251673184382,23.276603197662844,22.47414473499613,21.59227314039343,21.99360046546494,0.7709384510846711,Normal_Compression,19.876235039008588,160.89,158.8,159.72,158.46,169.39,137.33,2.21,1.39467373,,,2026-03-13 07:54:16.448,127.69000244140624,26.40999984741211,0.03453142,16.236474119166665,0,160.67,SCHWAB_LAST_PRICE,NOT_NEEDED,,24.182,24.182,,22.402,,22.604,22.019,21.936,26.136,12.0,1.0,,,,,0.026662138065721326,0.026176213471405658,0.1130721790120737,0.007398163829218307,,,,-1.7799999999999976,,0.20199999999999818,-0.6679999999999993,1.9540000000000006,FLAT,,,,,0,Rising,Unknown,IMMATURE,Unknown,,Unknown,False,Unknown,Unknown,False,ELEVATED,BASELINE,LOW,Neutral,-0.9417940404508295,1.293705013028001,Falling,24.552910110911217,50.60039748019351,Moderate,21.96874408446437,True,,0.9038027807470735,OK,125,2026-03-13,,0.0,,,False,Bidirectional,1.3008028879068745,0.795153351003402,89.47368421052624,NORMAL,NO_GAP,NEAR_HIGH,5.147883582265777,16.995558144615142,72.80099812850904,MID_RANGE,NEUTRAL,2.21,1.39467373,NORMAL,MODERATE,,False,,,,50.0,,0.0,1.0,1.6330101057040558,IMMATURE_HISTORY,PRESENT,PRESENT,PRESENT,PRESENT,SCHEMA_MISMATCH,SCHEMA_MISMATCH,SCHEMA_MISMATCH,PRESENT,21.88,20.246989894295943,1.6330101057040558,,-0.244603197662844,0.1523995345350606,4.1123995345350615,8.065446341552793,,-1.0508543518386055,0.6929267209994255,18.698164227328235,False,False,False,True,False,False,False,False,False,False,True,False,0.8620716546193847,False,2.003764960991411,True,False,REL,False,False,False,False,False,False,False,False,False,False
ZBH,2026-03-13 07:54:16.448,2026-03-13,,schwab,93.135,387319.0,lastPrice,2026-03-13 14:54:22.421,2026-03-13 14:53:16.157,60.291,True,OPEN,OK,COMPUTED,31.852,31.852,,30.094,,32.824,32.824,,33.333,,28.356,,,,,,,,,,,,,,,,24.90267656428287,22.57860981580117,24.680478501970388,23.444841518083415,36.16395715713404,24.90267656428287,22.57860981580117,24.680478501970388,23.444841518083415,36.16395715713404,33.0888841710877,30.896812126933657,30.986438423880813,0.2221980623124864,Normal_Compression,24.34938272760856,93.545,92.34,93.35,92.59,114.44,84.59,0.545,0.58861648,,,2026-03-13 07:54:16.448,127.69000244140624,26.40999984741211,0.03453142,16.236474119166665,0,93.135,SCHWAB_LAST_PRICE,NOT_NEEDED,,32.093,32.093,,30.348,,33.015,33.015,33.546,26.737,12.0,1.0,,,,,0.02743629145857353,-0.009448196474957336,0.18304794186145637,0.08953204408949908,,,,-1.7450000000000045,,2.6670000000000016,0.5309999999999988,-5.356000000000005,FLAT,,,,,0,Rising,Unknown,IMMATURE,Unknown,,Unknown,False,Unknown,Unknown,False,ELEVATED,BASELINE,LOW,Neutral,-3.605984289430264,0.9442402212975098,Stable,26.076441837769206,46.26441411242586,Strong,25.089828526093605,True,,0.813248929154158,OK,125,2026-03-13,,0.0,,,False,Bidirectional,1.293820797766681,0.8208229830435154,65.97510373444007,NORMAL,NO_GAP,MID_RANGE,18.616742397763016,10.101666863695474,28.626465661641554,MID_RANGE,NEUTRAL,0.545,0.58861648,NORMAL,MODERATE,,False,,,,75.0,,0.0,0.0,5.413521498029613,IMMATURE_HISTORY,PRESENT,PRESENT,PRESENT,PRESENT,SCHEMA_MISMATCH,SCHEMA_MISMATCH,SCHEMA_MISMATCH,PRESENT,30.094,24.680478501970388,5.413521498029613,,-3.3399571571340445,2.3465615761191856,-2.630438423880811,21.934426828869707,,-9.235596488021978,7.572866374699984,-8.488998922359432,True,False,True,True,True,False,False,False,True,False,False,True,5.1913234357171305,True,5.744617272391441,True,False,BOTH,True,False,False,False,True,False,False,False,True,False
ZBRA,2026-03-13 07:54:16.448,2026-03-13,,schwab,204.555,150856.0,lastPrice,2026-03-13 14:54:19.485,2026-03-13 14:53:54.970,21.478,True,OPEN,OK,COMPUTED,55.698,55.698,,49.57,49.701,,,,42.329,,44.428,,,,,,,,,,,,,,,,37.49805651550119,47.9025913227512,55.49551520921617,44.7952335394389,41.555800707060584,37.49805651550119,47.9025913227512,55.49551520921617,44.7952335394389,41.555800707060584,44.44485563570431,42.46771504338526,42.53128052586393,-17.997458693714982,High_Contraction,49.34864439787579,207.65,203.71,207.45,204.05,352.66,203.7,0.505,0.24748836,,,2026-03-13 07:54:16.448,127.69000244140624,26.40999984741211,0.03453142,16.236474119166665,0,204.555,SCHWAB_LAST_PRICE,NOT_NEEDED,,57.59,57.59,,48.839,51.122,,,46.333,42.091,12.0,1.0,,,,,0.08449616782479336,0.10007167726853726,0.14450696788027548,,,,,-8.751000000000005,,,,-15.499000000000002,FLAT,,,,,0,Rising,Unknown,IMMATURE,Unknown,,Unknown,False,Unknown,Unknown,False,ELEVATED,BASELINE,LOW,Bearish,-12.373863447253349,-16.245421737271254,Stable,19.750104615546203,30.27839571167666,Moderate,36.034971721360705,True,,1.1362950758454549,OK,125,2026-03-13,Descending Triangle,64.0,,,False,Bearish,1.9261323360465388,1.6662582700318438,21.446700507614196,NORMAL,NO_GAP,NEAR_LOW,41.996540577326606,0.4197349042709957,0.5739795918367467,NEAR_52W_LOW,CONTRARIAN,0.505,0.24748836,FLAT_DAY,EARLY,,False,,,,70.83333333333334,,0.0,0.0,-5.925515209216172,IMMATURE_HISTORY,PRESENT,PRESENT,PRESENT,PRESENT,SCHEMA_MISMATCH,SCHEMA_MISMATCH,SCHEMA_MISMATCH,PRESENT,49.57,55.49551520921617,5.925515209216172,4.905766460561104,,-0.20228052586392664,1.89671947413607,-10.677466795068367,10.951536743841146,,-0.4756041279803854,4.459587039667536,True,True,False,False,False,True,True,False,False,False,False,False,12.07194348449881,True,0.22135560212421268,False,False,BOTH,True,False,False,False,False,True,False,False,True,False
ZTS,2026-03-13 07:54:16.448,2026-03-13,,schwab,115.795,455323.0,lastPrice,2026-03-13 14:54:25.072,2026-03-13 14:54:10.249,6.199,True,OPEN,OK,COMPUTED,41.957,41.957,,32.308,,32.16,30.904,,31.338,,36.085,,,,,,,,,,,,,,,,23.608515091183964,27.377115000982556,27.63628904235769,23.43764281156751,34.92393669736509,23.608515091183964,27.377115000982556,27.63628904235769,23.43764281156751,34.92393669736509,31.178574981228675,28.779501907355392,27.85570086645522,-4.0277739511737245,Normal_Compression,26.99632949577527,117.32,115.54,116.51,115.46,172.23,115.23,0.335,0.29014377,,,2026-03-13 07:54:16.448,127.69000244140624,26.40999984741211,0.03453142,16.236474119166665,0,115.795,SCHWAB_LAST_PRICE,NOT_NEEDED,,33.141,33.141,,30.993,,31.644,31.479,30.726,36.954,12.0,1.0,,,,,0.026513860926126738,-0.027581229789831088,0.1269640461748099,0.0941530375851457,,,,-2.1479999999999997,,0.6509999999999998,-0.9179999999999993,3.8130000000000024,FLAT,,,,,0,Stable,Unknown,IMMATURE,Unknown,,Unknown,False,Unknown,Unknown,False,ELEVATED,BASELINE,LOW,Bearish,-7.499929996919851,-7.7668276479344325,Stable,23.45649842531186,30.477186366400836,Moderate,22.678448316729412,True,,0.89169454529596,OK,125,2026-03-13,Descending Triangle,64.0,,,False,Bearish,1.5371993609395802,0.9094058548415135,14.325842696629062,NORMAL,NO_GAP,NEAR_LOW,32.76722986703825,0.49032370042523443,0.9912280701754348,NEAR_52W_LOW,CONTRARIAN,0.335,0.29014377,FLAT_DAY,EARLY,,False,,,,79.16666666666666,,8.0,0.0,4.671710957642311,IMMATURE_HISTORY,PRESENT,PRESENT,PRESENT,PRESENT,SCHEMA_MISMATCH,SCHEMA_MISMATCH,SCHEMA_MISMATCH,PRESENT,32.308,27.63628904235769,4.671710957642311,,-2.7639366973650965,3.4822991335447817,8.229299133544782,16.904262907664833,,-7.914161342451487,12.501208101851368,29.542603049183313,True,False,True,True,True,False,False,False,True,False,True,False,8.699484908816036,True,5.311670504224729,True,False,BOTH,False,True,False,False,True,False,False,False,True,False
SOXL,2026-03-13 07:54:16.448,2026-03-13,,schwab,51.575,37215527.0,lastPrice,2026-03-13 14:54:27.142,2026-03-13 14:54:26.714,-10.266,True,OPEN,OK,COMPUTED,139.932,134.336,,123.208,120.45,,,,107.726,,105.892,,,,,,,,,,,,,,,,143.112625070968,110.37487937723924,121.08727023013216,105.51068084113314,108.2718823804238,143.112625070968,110.37487937723924,121.08727023013216,105.51068084113314,108.2718823804238,107.504482808935,100.37459864074668,94.15199141190558,22.025354840835845,High_Expansion,115.8917649334908,53.96,51.33,51.875,50.28,72.36,7.225,1.295,2.57557677,,,2026-03-13 07:54:16.448,127.69000244140624,26.40999984741211,0.03453142,16.236474119166665,0,51.575,SCHWAB_LAST_PRICE,NOT_NEEDED,,141.443,132.52,129.299,123.66,120.587,,,109.034,107.897,12.0,1.0,,,,,-0.14388005859067626,-0.13636808067827866,0.11828540423223005,,,,,-17.783000000000015,-5.63900000000001,,,-33.54600000000001,INVERTED,,,,,0,Falling,Unknown,IMMATURE,Unknown,,Unknown,False,Unknown,Unknown,False,ELEVATED,BASELINE,LOW,Bearish,-15.636799121771089,-14.428397894452694,Stable,21.88761713781775,41.24608718953492,Moderate,134.391945110556,True,,0.9791951336740431,OK,125,2026-03-13,,0.0,,,False,Bearish,5.099369849733402,3.172235481304692,9.315589353612332,EXPANSION,GAP_UP,NEAR_LOW,28.724433388612486,613.8408304498271,68.08935288247486,MID_RANGE,NEUTRAL,1.295,2.57557677,STRONG_UP_DAY,LATE_LONG,,False,,,,,,,,2.120729769867836,IMMATURE_HISTORY,PRESENT,PRESENT,PRESENT,PRESENT,SCHEMA_MISMATCH,SCHEMA_MISMATCH,SCHEMA_MISMATCH,PRESENT,123.208,121.08727023013216,2.120729769867836,14.939319158866866,,13.574008588094415,11.740008588094412,1.7514060444481796,14.159058627780933,,14.41712319042672,12.469209001361472,True,True,True,True,True,False,True,False,True,False,True,False,-19.904625070967995,False,7.3162350665091935,True,False,ABS,False,False,True,False,False,False,False,False,False,True
SPXL,2026-03-13 07:54:16.448,2026-03-13,,schwab,200.5999,1676572.0,lastPrice,2026-03-13 14:54:26.948,2026-03-13 14:54:17.391,-0.943,True,OPEN,OK,COMPUTED,76.2,73.452,,63.668,61.945,,54.954,,53.384,,51.624,,,,,,,,,,,,,,,,39.60694606960561,35.06632371255366,38.84605228146173,35.06621386557667,35.98724735701776,39.60694606960561,35.06632371255366,38.84605228146173,35.06621386557667,35.98724735701776,36.339274081602504,34.40778433423032,33.420136093928896,0.760893788143882,Normal_Compression,37.74792653162939,205.44,199.97,202.61,199.91,234.09,87.08,0.6899,0.3451053,,,2026-03-13 07:54:16.448,127.69000244140624,26.40999984741211,0.03453142,16.236474119166665,0,200.5999,SCHWAB_LAST_PRICE,NOT_NEEDED,,82.633,77.931,71.636,69.828,66.113,,56.634,53.851,52.264,12.0,1.0,,,,,0.05212696876710926,0.05419849633141102,0.4643598615916955,,,,,-12.804999999999993,-1.8079999999999927,,,-30.368999999999993,INVERTED,,,,,0,Rising,Unknown,IMMATURE,Unknown,,Unknown,False,Unknown,Unknown,False,ELEVATED,BASELINE,LOW,Bearish,-8.78324231788588,-11.535085901301356,Rising,28.337496322218346,32.44353431843722,Strong,37.38670568109495,True,,0.5563105384868782,OK,125,2026-03-13,,0.0,,,False,Bearish,2.726820900708325,1.3506077734980826,11.515539305301505,NORMAL,NO_GAP,NEAR_LOW,14.306506044683672,130.36276986678917,77.21916876402966,MID_RANGE,NEUTRAL,0.6899,0.3451053,FLAT_DAY,EARLY,,False,,,,,,,,24.82194771853827,IMMATURE_HISTORY,PRESENT,PRESENT,PRESENT,PRESENT,SCHEMA_MISMATCH,SCHEMA_MISMATCH,SCHEMA_MISMATCH,PRESENT,63.668,38.84605228146173,24.82194771853827,26.87878613442333,,19.963863906071104,18.203863906071106,63.89825030015701,76.65152057037254,,59.73603413810677,54.469747983396225,True,True,True,True,True,False,True,False,True,False,True,False,24.061053930394387,True,25.92007346837061,True,False,BOTH,True,False,False,False,True,False,False,False,True,False
UPRO,2026-03-13 07:54:16.448,2026-03-13,,schwab,105.2099,2522006.0,lastPrice,2026-03-13 14:54:27.090,2026-03-13 14:54:25.444,-8.996,True,OPEN,OK,COMPUTED,76.976,71.031,,65.977,57.999,54.247,54.247,,52.829,,50.294,,,,,,,,,,,,,,,,39.625026336999,35.02532671264349,38.815794633717765,34.94745823083899,35.88183399069517,39.625026336999,35.02532671264349,38.815794633717765,34.94745823083899,35.88183399069517,36.258226747800805,34.34507850069383,33.35838943590316,0.8092317032812346,Normal_Compression,37.7006455974927,107.76,104.94,106.3,104.89,122.85,45.88,0.3199,0.30498618,,,2026-03-13 07:54:16.448,127.69000244140624,26.40999984741211,0.03453142,16.236474119166665,0,105.2099,SCHWAB_LAST_PRICE,NOT_NEEDED,,80.611,76.206,71.807,68.446,61.724,62.748,62.748,59.804,57.836,12.0,1.0,,,,,0.045958816125809356,0.06436313309593039,0.39148996726910484,0.3851655629139073,,,,-12.165000000000006,-3.361000000000004,-5.698,-2.9439999999999955,-22.775000000000006,INVERTED,,,,,0,Rising,Unknown,IMMATURE,Unknown,,Unknown,False,Unknown,Unknown,False,ELEVATED,BASELINE,LOW,Bearish,-8.783798741692825,-11.548118304499106,Rising,28.31668801937539,32.41328684806576,Strong,37.45598145157537,True,,0.5671009939765328,OK,125,2026-03-13,,0.0,,,False,Bearish,2.6803561261820485,1.344265420917148,9.570921985815822,NORMAL,NO_GAP,NEAR_LOW,14.35905575905575,129.31538796861378,77.08185007145642,MID_RANGE,NEUTRAL,0.3199,0.30498618,FLAT_DAY,EARLY,,False,,,,,,,,27.16120536628224,IMMATURE_HISTORY,PRESENT,PRESENT,PRESENT,PRESENT,SCHEMA_MISMATCH,SCHEMA_MISMATCH,SCHEMA_MISMATCH,PRESENT,65.977,38.815794633717765,27.16120536628224,23.051541769161012,18.36516600930483,19.470610564096837,16.935610564096834,69.97462147197254,65.9605674807544,51.18235041739298,58.36795748640339,50.76866974239852,True,True,True,True,True,False,True,False,True,False,True,False,26.351973663001004,True,28.2763544025073,True,False,BOTH,True,False,False,False,True,False,False,False,True,False
SSO,2026-03-13 07:54:16.448,2026-03-13,,schwab,54.64,1122829.0,lastPrice,2026-03-13 14:54:27.122,2026-03-13 14:54:20.891,-4.443,True,OPEN,OK,COMPUTED,50.101,43.944,,42.73,36.955,37.145,37.145,,34.076,,30.994,,,,,,,,,,,,,,,,26.58773319774831,23.530802397000063,26.01428285359989,23.37796995345293,24.02068163030658,26.58773319774831,23.530802397000063,26.01428285359989,23.37796995345293,24.02068163030658,24.208561491099164,22.93281440881459,22.272685452108824,0.5734503441484229,Normal_Compression,25.232985479006885,55.525,54.55,55.025,54.51,60.37,30.42,0.13,0.23848835,,,2026-03-13 07:54:16.448,127.69000244140624,26.40999984741211,0.03453142,16.236474119166665,0,54.64,SCHWAB_LAST_PRICE,NOT_NEEDED,,52.156,50.391,38.284,36.263,36.043,37.486,37.486,35.224,41.137,12.0,1.0,,,,,-0.011579206701158,-0.08507632143307682,0.23663211021688707,0.370052264171631,,,,-15.893,-2.021000000000001,1.222999999999999,-2.2620000000000005,-11.018999999999998,INVERTED,,,,,0,Falling,Unknown,IMMATURE,Unknown,,Unknown,False,Unknown,Unknown,False,ELEVATED,BASELINE,LOW,Bearish,-5.823129965129385,-7.571328584956145,Stable,27.526443377454253,32.71490900455052,Strong,25.191798721105346,True,,0.7173781224278161,OK,125,2026-03-13,,0.0,,,False,Bearish,1.7844070278184507,0.9447807741698782,9.230769230769567,NORMAL,NO_GAP,NEAR_LOW,9.49146927281762,79.61867192636423,80.86811352253757,MID_RANGE,NEUTRAL,0.13,0.23848835,FLAT_DAY,EARLY,,False,,,,,,,,16.715717146400106,IMMATURE_HISTORY,PRESENT,PRESENT,PRESENT,PRESENT,SCHEMA_MISMATCH,SCHEMA_MISMATCH,SCHEMA_MISMATCH,PRESENT,42.73,26.01428285359989,16.715717146400106,13.577030046547069,13.124318369693423,11.803314547891176,8.721314547891176,64.25592141236737,58.07617202682622,54.637576783560725,52.99457298613991,39.156995983461094,True,True,True,True,True,False,True,False,True,False,True,False,16.142266802251687,True,17.497014520993112,True,False,BOTH,True,False,False,False,True,False,False,False,True,False
