Ticker,timestamp,Date,Error,IV_7_D_Call,IV_7_D_Put,IV_14_D_Call,IV_14_D_Put,IV_21_D_Call,IV_21_D_Put,IV_30_D_Call,IV_30_D_Put,IV_60_D_Call,IV_60_D_Put,IV_90_D_Call,IV_90_D_Put,IV_120_D_Call,IV_120_D_Put,IV_150_D_Call,IV_150_D_Put,IV_180_D_Call,IV_180_D_Put,IV_270_D_Call,IV_270_D_Put,IV_360_D_Call,IV_360_D_Put,IV_720_D_Call,IV_720_D_Put,IV_1080_D_Call,IV_1080_D_Put,HV_10_D_Cur,HV_20_D_Cur,HV_30_D_Cur,HV_60_D_Cur,HV_90_D_Cur,HV_120_D_Cur,HV_150_D_Cur,HV_180_D_Cur,Snapshot_Age_Hours,IV_Rank_30D,IV_Term_Structure,IV_Trend_7D,HV_Trend_30D,VVIX,Recent_Vol_Spike,Volatility_Regime,Trend_State,Price_vs_SMA20_original,Price_vs_SMA50_original,Volume_Trend,ADX,RSI,Trend_Strength,RV_10D,RV_Calculated,RV_IV_Ratio,Chart_Pattern,Pattern_Confidence,Candlestick_Pattern,Entry_Timing_Quality,Reversal_Confirmation,IVHV_gap_30D,Signal_Type,Regime,IV30_Call,HV30,IVHV_gap_abs,IVHV_gap_60D,IVHV_gap_90D,IVHV_gap_180D,IVHV_gap_360D,IVHV_gap_30D_pct,IVHV_gap_60D_pct,IVHV_gap_90D_pct,IVHV_gap_180D_pct,IVHV_gap_360D_pct,ShortTerm_IV_Edge,MediumTerm_IV_Edge,LEAP_IV_Edge,UltraLEAP_IV_Edge,ShortTerm_IV_Rich,ShortTerm_IV_Cheap,MediumTerm_IV_Rich,MediumTerm_IV_Cheap,LEAP_IV_Rich,LEAP_IV_Cheap,UltraLEAP_IV_Rich,UltraLEAP_IV_Cheap,HighVol,ElevatedVol,ModerateVol,LowRank,IV_Rich,IV_Cheap,MeanReversion_Setup,Expansion_Setup,df_elevated_plus,df_moderate_vol,Chart_Regime,Chart_EMA_Signal,Chart_Signal_Type,Days_Since_Cross,Has_Crossover,Trend_Slope,Price_vs_SMA20_chart,Price_vs_SMA50_chart,SMA20,SMA50,Atr_Pct,Universal_Data_Complete,Directional_Data_Complete,Crossover_Age_Bucket,IV_Rank_XS,Strategy_Name,Strategy_Tier,Valid_Reason,Theory_Source,Regime_Context,IV_Context,Capital_Requirement,Risk_Profile,Greeks_Exposure,Execution_Ready,Confidence,Trade_Bias,Strategy_Type,EXECUTABLE,Min_DTE,Max_DTE,Target_DTE,Timeframe_Label,DTE_Rationale,Expiration_Count_Target
CMCSA,2025-12-29 07:35:32.799721,2025-12-29,,27.91,28.63,29.96,30.19,30.86,30.7,36.74,36.85,34.7,35.21,34.11,34.61,34.05,34.26,34.19,34.14,34.26,34.11,34.55,33.96,33.16,34.31,32.92,33.54,35.05,34.79,37.16,30.33,29.68,28.46,24.59,24.9,23.77,23.88,7.802405229722222,,Mixed,Unknown,Rising,,False,Unknown,Bullish,5.279856235445662,6.398897156586147,Falling,51.798157338826776,75.47467905557323,Strong,35.894514662383145,True,0.9769873343054748,Ascending Triangle,63.0,,,False,7.060000000000002,Bullish,Unknown,36.74,29.68,7.060000000000002,6.240000000000002,9.52,10.379999999999999,9.279999999999998,23.78706199460917,21.925509486999303,38.714924766165105,43.46733668341709,38.8609715242881,True,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,Ranging,Bullish,Bullish,14,True,0.4331,1.5,1.8,28.37,28.07,2.56,False,True,Age_6_15,,Cash-Secured Put,1,"Bullish + Rich IV (gap_30d=7.1, IV_Rank=nan)",Passarelli - Premium collection when IV > HV,Bullish,"gap_30d=7.1, IV_Rank=nan",15000,Obligation (max loss = strike - premium),"Long Delta, Short Vega, Long Theta",True,70,Bullish,Directional,True,30,45,37,Short,Income (Cash-Secured Put): 30-45 DTE for premium collection efficiency,2
CMCSA,2025-12-29 07:35:32.799721,2025-12-29,,27.91,28.63,29.96,30.19,30.86,30.7,36.74,36.85,34.7,35.21,34.11,34.61,34.05,34.26,34.19,34.14,34.26,34.11,34.55,33.96,33.16,34.31,32.92,33.54,35.05,34.79,37.16,30.33,29.68,28.46,24.59,24.9,23.77,23.88,7.802405229722222,,Mixed,Unknown,Rising,,False,Unknown,Bullish,5.279856235445662,6.398897156586147,Falling,51.798157338826776,75.47467905557323,Strong,35.894514662383145,True,0.9769873343054748,Ascending Triangle,63.0,,,False,7.060000000000002,Bullish,Unknown,36.74,29.68,7.060000000000002,6.240000000000002,9.52,10.379999999999999,9.279999999999998,23.78706199460917,21.925509486999303,38.714924766165105,43.46733668341709,38.8609715242881,True,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,Ranging,Bullish,Bullish,14,True,0.4331,1.5,1.8,28.37,28.07,2.56,False,True,Age_6_15,,Buy-Write,1,Bullish + Very Rich IV (IV_Rank=nan),Cohen Ch.7 - Reduces cost basis via call premium,Bullish,"gap_30d=7.1, IV_Rank=nan",50000,Stock downside risk offset by call premium,"Long Delta (from stock), Short Vega, Long Theta",True,75,Bullish,Directional,True,30,45,37,Short,Income (Buy-Write): 30-45 DTE for premium collection efficiency,2
CRWD,2025-12-29 07:35:43.549597,2025-12-29,,32.3,31.39,33.12,32.55,33.6,33.44,33.98,34.48,37.27,36.79,40.69,40.46,39.68,39.69,40.86,40.44,42.19,41.42,42.83,42.03,43.26,42.44,44.95,43.05,45.13,42.94,30.39,26.83,30.83,33.53,37.35,36.17,35.97,37.25,7.802405229722222,,Contango,Unknown,Stable,,False,Unknown,Bearish,-4.300167321085109,-7.399623938636742,Falling,29.98142490128247,26.757405566187543,Strong,28.483187041468717,True,0.8382338740867781,,0.0,,,False,3.1499999999999986,Bearish,Unknown,33.98,30.83,3.1499999999999986,3.740000000000002,3.3399999999999963,4.939999999999998,6.009999999999998,10.217320791436908,11.154190277363561,8.942436412315919,13.261744966442949,16.134228187919458,True,True,True,True,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,Trending,Bearish,Bearish,39,True,-6.7275,-21.38,-38.03,497.29,513.94,2.86,False,True,Age_16_plus,,Covered Call,1,Bearish + Rich IV (gap_30d=3.1) [requires stock ownership],Passarelli - Premium collection on held stock,Bearish,gap_30d=3.1,0,Unlimited downside (stock ownership),"Long Delta (from stock), Short Vega, Long Theta",False,70,Bearish,Directional,True,30,45,37,Short,Income (Covered Call): 30-45 DTE for premium collection efficiency,2
CB,2025-12-29 07:36:04.658569,2025-12-29,,13.78,14.07,13.78,14.07,14.82,14.96,16.52,16.45,17.89,17.8,17.9,18.13,18.78,18.97,18.81,18.72,18.53,18.09,18.99,18.43,19.48,18.98,21.57,20.2,21.66,20.27,9.88,15.64,13.78,18.04,16.76,16.42,16.89,17.82,7.802405229722222,,Contango,Unknown,Falling,,False,Unknown,Bullish,2.9941878277137275,6.977982710288972,Falling,32.6519982745981,75.00006645831247,Strong,9.413450740456488,True,0.56982147339325,Ascending Triangle,63.0,,,False,2.74,Bullish,Unknown,16.52,13.78,2.74,-0.14999999999999858,1.139999999999997,0.7100000000000009,1.6600000000000001,19.883889695210453,-0.8314855875831407,6.801909307875877,3.9842873176206557,9.31537598204265,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,Trending,Bullish,Bullish,55,True,3.1069,9.14,20.51,305.31,293.94,1.4,False,True,Age_16_plus,,Cash-Secured Put,1,"Bullish + Rich IV (gap_30d=2.7, IV_Rank=nan)",Passarelli - Premium collection when IV > HV,Bullish,"gap_30d=2.7, IV_Rank=nan",15000,Obligation (max loss = strike - premium),"Long Delta, Short Vega, Long Theta",True,70,Bullish,Directional,True,30,45,37,Short,Income (Cash-Secured Put): 30-45 DTE for premium collection efficiency,2
CB,2025-12-29 07:36:04.658569,2025-12-29,,13.78,14.07,13.78,14.07,14.82,14.96,16.52,16.45,17.89,17.8,17.9,18.13,18.78,18.97,18.81,18.72,18.53,18.09,18.99,18.43,19.48,18.98,21.57,20.2,21.66,20.27,9.88,15.64,13.78,18.04,16.76,16.42,16.89,17.82,7.802405229722222,,Contango,Unknown,Falling,,False,Unknown,Bullish,2.9941878277137275,6.977982710288972,Falling,32.6519982745981,75.00006645831247,Strong,9.413450740456488,True,0.56982147339325,Ascending Triangle,63.0,,,False,2.74,Bullish,Unknown,16.52,13.78,2.74,-0.14999999999999858,1.139999999999997,0.7100000000000009,1.6600000000000001,19.883889695210453,-0.8314855875831407,6.801909307875877,3.9842873176206557,9.31537598204265,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,Trending,Bullish,Bullish,55,True,3.1069,9.14,20.51,305.31,293.94,1.4,False,True,Age_16_plus,,Buy-Write,1,Bullish + Very Rich IV (IV_Rank=nan),Cohen Ch.7 - Reduces cost basis via call premium,Bullish,"gap_30d=2.7, IV_Rank=nan",50000,Stock downside risk offset by call premium,"Long Delta (from stock), Short Vega, Long Theta",True,75,Bullish,Directional,True,30,45,37,Short,Income (Buy-Write): 30-45 DTE for premium collection efficiency,2
COP,2025-12-29 07:36:08.067711,2025-12-29,,24.72,24.75,25.66,25.68,26.58,26.46,26.28,25.93,28.19,28.97,27.92,28.74,28.01,28.41,28.56,28.94,28.76,28.63,29.0,28.66,29.76,28.56,29.81,29.46,30.15,29.16,36.55,32.74,29.77,28.28,27.81,26.09,26.79,29.66,7.802405229722222,,Flat,Unknown,Rising,,False,Unknown,Neutral,-0.38714192770414524,3.2563401500417135,Falling,40.72145839877253,49.41561475658344,Strong,37.40773936741922,True,1.4234299607084937,,0.0,,,False,-3.4899999999999984,Bidirectional,Unknown,26.28,29.77,3.4899999999999984,-0.08999999999999986,0.11000000000000298,-0.8999999999999986,0.10000000000000142,-11.723211286530058,-0.31824611032531774,0.3955411722402121,-3.034389750505727,0.3371544167228639,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,Neutral,Bullish,Bullish,28,True,-0.565,-0.36,2.92,92.99,89.71,2.53,False,True,Age_16_plus,,Long Straddle,1,"Expansion + Very Cheap IV (IV_Rank=nan, gap_180d=-0.9)",Natenberg Ch.9 - ATM volatility play,Bidirectional,"gap_30d=-3.5, gap_60d=-0.1, gap_180d=-0.9, IV_Rank=nan",8000,Defined (max loss = total premium),"Delta-neutral, Long Vega, Short Theta",True,72,Bidirectional,Volatility,True,45,60,52,Medium,Volatility (Long Straddle) with neutral IV (nan): 45-60 DTE for volatility play,2
COP,2025-12-29 07:36:08.067711,2025-12-29,,24.72,24.75,25.66,25.68,26.58,26.46,26.28,25.93,28.19,28.97,27.92,28.74,28.01,28.41,28.56,28.94,28.76,28.63,29.0,28.66,29.76,28.56,29.81,29.46,30.15,29.16,36.55,32.74,29.77,28.28,27.81,26.09,26.79,29.66,7.802405229722222,,Flat,Unknown,Rising,,False,Unknown,Neutral,-0.38714192770414524,3.2563401500417135,Falling,40.72145839877253,49.41561475658344,Strong,37.40773936741922,True,1.4234299607084937,,0.0,,,False,-3.4899999999999984,Bidirectional,Unknown,26.28,29.77,3.4899999999999984,-0.08999999999999986,0.11000000000000298,-0.8999999999999986,0.10000000000000142,-11.723211286530058,-0.31824611032531774,0.3955411722402121,-3.034389750505727,0.3371544167228639,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,Neutral,Bullish,Bullish,28,True,-0.565,-0.36,2.92,92.99,89.71,2.53,False,True,Age_16_plus,,Long Strangle,1,Expansion + Moderately Cheap IV (IV_Rank=nan),"Natenberg Ch.9 - OTM volatility (cheaper, needs bigger move)",Bidirectional,"gap_30d=-3.5, gap_60d=-0.1, gap_180d=-0.9, IV_Rank=nan",5000,Defined (max loss = total premium),"Delta-neutral, Long Vega, Short Theta",True,68,Bidirectional,Volatility,True,45,60,52,Medium,Volatility (Long Strangle) with neutral IV (nan): 45-60 DTE for volatility play,2
VRTX,2025-12-29 07:36:11.170959,2025-12-29,,23.43,23.83,24.86,24.66,25.56,24.98,25.41,25.5,31.4,31.12,30.29,30.11,30.25,30.07,32.83,32.31,34.25,33.55,34.68,33.73,34.03,32.95,32.67,30.66,32.6,30.53,15.11,31.28,28.12,24.49,23.0,41.56,37.97,38.67,7.802405229722222,,Contango,Unknown,Falling,,False,Unknown,Bullish,1.8864660978659071,5.60366844863828,Falling,17.595675540740633,66.7106301068691,Moderate,14.899151706933033,True,0.586349929434594,,0.0,Bearish Engulfing,Strong,True,-2.710000000000001,Bullish,Unknown,25.41,28.12,2.710000000000001,6.91,7.289999999999999,-4.420000000000002,-4.640000000000001,-9.637268847795166,28.215598203348307,31.695652173913043,-11.430049133695375,-11.998965606413242,True,True,True,True,False,True,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,Trending,Bullish,Bullish,89,True,5.3723,8.51,24.4,451.27,435.38,1.75,False,True,Age_16_plus,,Long Call LEAP,1,"Bullish + Structural thesis + Cheap long-term IV (IV_Rank=nan, gap_180d=-4.4)",Hull Ch.10 - Multi-year directional with defined risk,Bullish,"gap_30d=-2.7, gap_60d=6.9, gap_180d=-4.4, IV_Rank=nan",3000,"Defined (max loss = premium, typically $2000-$5000)","Long Delta (lower), Long Vega, Short Theta (minimal)",True,70,Bullish,Directional,True,365,730,547,LEAP,LEAP strategy (Long Call LEAP): 365-730 DTE for multi-year structural thesis,2
COIN,2025-12-29 07:36:55.424057,2025-12-29,,47.85,47.87,49.11,49.07,50.48,49.89,50.96,50.48,56.1,55.59,56.71,56.0,57.57,57.24,58.72,58.4,58.58,58.3,59.83,58.9,60.71,59.44,62.48,60.23,62.74,59.63,40.66,43.37,55.4,62.17,58.0,60.35,63.96,67.66,7.802405229722222,,Flat,Unknown,Falling,,False,Unknown,Bearish,-9.022447513850377,-18.01312239910215,Stable,21.324081781451678,20.501943921629476,Moderate,39.70273398736948,True,0.7790960358588986,,0.0,,,False,-4.439999999999998,Bearish,Unknown,50.96,55.4,4.439999999999998,-6.07,-1.2899999999999991,-9.079999999999998,-6.949999999999996,-8.014440433212993,-9.763551552195594,-2.2241379310344813,-13.420041383387524,-10.271947975169962,True,True,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,Trending,Bearish,Bearish,60,True,-8.8899,-23.18,-51.36,256.95,285.13,5.05,False,True,Age_16_plus,,Long Put,1,Bearish + Cheap IV (gap_180d=-9.4),Natenberg Ch.3 - Directional with negative delta,Bearish,"gap_30d=-4.4, gap_60d=-6.6, gap_180d=-9.4",500,Defined (max loss = premium paid),"Short Delta, Long Vega, Short Theta",True,65,Bearish,Directional,True,35,50,42,Short-Medium,Directional (Long Put) with moderate confidence (65): 35-50 DTE for directional exposure,2
COIN,2025-12-29 07:36:55.424057,2025-12-29,,47.85,47.87,49.11,49.07,50.48,49.89,50.96,50.48,56.1,55.59,56.71,56.0,57.57,57.24,58.72,58.4,58.58,58.3,59.83,58.9,60.71,59.44,62.48,60.23,62.74,59.63,40.66,43.37,55.4,62.17,58.0,60.35,63.96,67.66,7.802405229722222,,Flat,Unknown,Falling,,False,Unknown,Bearish,-9.022447513850377,-18.01312239910215,Stable,21.324081781451678,20.501943921629476,Moderate,39.70273398736948,True,0.7790960358588986,,0.0,,,False,-4.439999999999998,Bearish,Unknown,50.96,55.4,4.439999999999998,-6.07,-1.2899999999999991,-9.079999999999998,-6.949999999999996,-8.014440433212993,-9.763551552195594,-2.2241379310344813,-13.420041383387524,-10.271947975169962,True,True,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,Trending,Bearish,Bearish,60,True,-8.8899,-23.18,-51.36,256.95,285.13,5.05,False,True,Age_16_plus,,Long Put LEAP,1,"Bearish + Structural thesis + Cheap long-term IV (IV_Rank=nan, gap_180d=-9.4)",Hull Ch.10 - Multi-year protective or directional,Bearish,"gap_30d=-4.4, gap_60d=-6.6, gap_180d=-9.4, IV_Rank=nan",3000,"Defined (max loss = premium, typically $2000-$5000)","Short Delta (lower), Long Vega, Short Theta (minimal)",True,70,Bearish,Directional,True,365,730,547,LEAP,LEAP strategy (Long Put LEAP): 365-730 DTE for multi-year structural thesis,2
U,2025-12-29 07:36:58.209173,2025-12-29,,59.39,58.3,58.57,57.8,57.93,57.61,59.12,59.94,63.36,63.35,63.06,62.74,64.37,63.84,64.35,63.49,63.58,62.33,65.85,65.04,65.98,64.56,65.92,63.32,66.32,64.9,44.14,44.55,52.49,67.12,63.46,64.8,65.35,63.76,7.802405229722222,,Flat,Unknown,Falling,,False,Unknown,Neutral,-1.7019434604930999,8.699321699691314,Falling,35.44258704719246,32.0431915874742,Strong,31.582444600416583,True,0.5342091441207135,,0.0,,,False,6.6299999999999955,Bidirectional,Unknown,59.12,52.49,6.6299999999999955,-3.760000000000005,-0.3999999999999986,-0.17999999999999972,2.220000000000006,12.630977329015042,-5.601907032181176,-0.6303183107469249,-0.2823086574654952,3.4818067754077884,True,True,False,True,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,Ranging,Bullish,Bullish,35,True,-0.3071,-0.78,3.61,45.83,41.44,4.58,False,True,Age_16_plus,,Long Straddle,1,"Expansion + Very Cheap IV (IV_Rank=nan, gap_180d=-0.2)",Natenberg Ch.9 - ATM volatility play,Bidirectional,"gap_30d=6.6, gap_60d=-3.8, gap_180d=-0.2, IV_Rank=nan",8000,Defined (max loss = total premium),"Delta-neutral, Long Vega, Short Theta",True,72,Bidirectional,Volatility,True,45,60,52,Medium,Volatility (Long Straddle) with neutral IV (nan): 45-60 DTE for volatility play,2
U,2025-12-29 07:36:58.209173,2025-12-29,,59.39,58.3,58.57,57.8,57.93,57.61,59.12,59.94,63.36,63.35,63.06,62.74,64.37,63.84,64.35,63.49,63.58,62.33,65.85,65.04,65.98,64.56,65.92,63.32,66.32,64.9,44.14,44.55,52.49,67.12,63.46,64.8,65.35,63.76,7.802405229722222,,Flat,Unknown,Falling,,False,Unknown,Neutral,-1.7019434604930999,8.699321699691314,Falling,35.44258704719246,32.0431915874742,Strong,31.582444600416583,True,0.5342091441207135,,0.0,,,False,6.6299999999999955,Bidirectional,Unknown,59.12,52.49,6.6299999999999955,-3.760000000000005,-0.3999999999999986,-0.17999999999999972,2.220000000000006,12.630977329015042,-5.601907032181176,-0.6303183107469249,-0.2823086574654952,3.4818067754077884,True,True,False,True,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,Ranging,Bullish,Bullish,35,True,-0.3071,-0.78,3.61,45.83,41.44,4.58,False,True,Age_16_plus,,Long Strangle,1,Expansion + Moderately Cheap IV (IV_Rank=nan),"Natenberg Ch.9 - OTM volatility (cheaper, needs bigger move)",Bidirectional,"gap_30d=6.6, gap_60d=-3.8, gap_180d=-0.2, IV_Rank=nan",5000,Defined (max loss = total premium),"Delta-neutral, Long Vega, Short Theta",True,68,Bidirectional,Volatility,True,45,60,52,Medium,Volatility (Long Strangle) with neutral IV (nan): 45-60 DTE for volatility play,2
TSM,2025-12-29 07:37:01.484736,2025-12-29,,29.64,29.32,33.73,33.33,35.67,35.3,35.2,34.49,35.69,35.41,37.4,37.1,38.36,38.1,38.52,38.03,38.55,37.92,39.27,38.35,40.31,39.2,41.84,40.25,42.1,40.32,36.95,30.12,29.89,35.98,33.78,32.85,31.92,33.24,7.802405229722222,,Contango,Unknown,Rising,,False,Unknown,Bullish,2.236090307324538,3.11372259490466,Falling,16.625789876044784,49.89966958116457,Moderate,28.813508750268934,True,0.8185655894962764,Ascending Triangle,63.0,,,False,5.310000000000002,Bullish,Unknown,35.2,29.89,5.310000000000002,-0.28999999999999915,3.6199999999999974,5.309999999999995,7.07,17.765138842422225,-0.8060033351862123,10.716400236826516,15.974729241877242,21.269554753309265,True,False,True,True,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,Trending,Bullish,Bullish,6,True,6.0655,6.58,9.09,294.34,291.83,2.65,False,True,Age_6_15,,Cash-Secured Put,1,"Bullish + Rich IV (gap_30d=5.3, IV_Rank=nan)",Passarelli - Premium collection when IV > HV,Bullish,"gap_30d=5.3, IV_Rank=nan",15000,Obligation (max loss = strike - premium),"Long Delta, Short Vega, Long Theta",True,70,Bullish,Directional,True,30,45,37,Short,Income (Cash-Secured Put): 30-45 DTE for premium collection efficiency,2
TSM,2025-12-29 07:37:01.484736,2025-12-29,,29.64,29.32,33.73,33.33,35.67,35.3,35.2,34.49,35.69,35.41,37.4,37.1,38.36,38.1,38.52,38.03,38.55,37.92,39.27,38.35,40.31,39.2,41.84,40.25,42.1,40.32,36.95,30.12,29.89,35.98,33.78,32.85,31.92,33.24,7.802405229722222,,Contango,Unknown,Rising,,False,Unknown,Bullish,2.236090307324538,3.11372259490466,Falling,16.625789876044784,49.89966958116457,Moderate,28.813508750268934,True,0.8185655894962764,Ascending Triangle,63.0,,,False,5.310000000000002,Bullish,Unknown,35.2,29.89,5.310000000000002,-0.28999999999999915,3.6199999999999974,5.309999999999995,7.07,17.765138842422225,-0.8060033351862123,10.716400236826516,15.974729241877242,21.269554753309265,True,False,True,True,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,Trending,Bullish,Bullish,6,True,6.0655,6.58,9.09,294.34,291.83,2.65,False,True,Age_6_15,,Buy-Write,1,Bullish + Very Rich IV (IV_Rank=nan),Cohen Ch.7 - Reduces cost basis via call premium,Bullish,"gap_30d=5.3, IV_Rank=nan",50000,Stock downside risk offset by call premium,"Long Delta (from stock), Short Vega, Long Theta",True,75,Bullish,Directional,True,30,45,37,Short,Income (Buy-Write): 30-45 DTE for premium collection efficiency,2
INTC,2025-12-29 07:37:04.482557,2025-12-29,,42.99,42.85,43.24,43.26,46.86,46.59,52.15,52.12,50.2,49.76,49.63,49.33,50.11,49.92,51.05,50.7,50.59,50.11,52.81,51.8,52.54,51.1,51.38,51.79,53.98,51.82,28.4,61.43,56.84,50.48,61.62,59.12,57.38,56.16,7.802405229722222,,Mixed,Unknown,Falling,,False,Unknown,Bearish,-5.192688555654669,-3.4797791733316514,Falling,45.21926930791676,24.72067731123508,Strong,22.209725455572354,True,0.425881600298607,,0.0,,,False,-4.690000000000005,Bearish,Unknown,52.15,56.84,4.690000000000005,-0.27999999999999403,-11.989999999999995,-5.569999999999993,-3.6199999999999974,-8.251231527093603,-0.5546751188589423,-19.4579681921454,-9.918091168091156,-6.445868945868942,True,False,True,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,Neutral,Bearish,Bearish,12,True,-0.6158,-2.01,-1.32,38.69,38.0,3.9,False,True,Age_6_15,,Long Put,1,Bearish + Cheap IV (gap_180d=-6.0),Natenberg Ch.3 - Directional with negative delta,Bearish,"gap_30d=-4.7, gap_60d=-0.7, gap_180d=-6.0",500,Defined (max loss = premium paid),"Short Delta, Long Vega, Short Theta",True,65,Bearish,Directional,True,35,50,42,Short-Medium,Directional (Long Put) with moderate confidence (65): 35-50 DTE for directional exposure,2
INTC,2025-12-29 07:37:04.482557,2025-12-29,,42.99,42.85,43.24,43.26,46.86,46.59,52.15,52.12,50.2,49.76,49.63,49.33,50.11,49.92,51.05,50.7,50.59,50.11,52.81,51.8,52.54,51.1,51.38,51.79,53.98,51.82,28.4,61.43,56.84,50.48,61.62,59.12,57.38,56.16,7.802405229722222,,Mixed,Unknown,Falling,,False,Unknown,Bearish,-5.192688555654669,-3.4797791733316514,Falling,45.21926930791676,24.72067731123508,Strong,22.209725455572354,True,0.425881600298607,,0.0,,,False,-4.690000000000005,Bearish,Unknown,52.15,56.84,4.690000000000005,-0.27999999999999403,-11.989999999999995,-5.569999999999993,-3.6199999999999974,-8.251231527093603,-0.5546751188589423,-19.4579681921454,-9.918091168091156,-6.445868945868942,True,False,True,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,Neutral,Bearish,Bearish,12,True,-0.6158,-2.01,-1.32,38.69,38.0,3.9,False,True,Age_6_15,,Long Put LEAP,1,"Bearish + Structural thesis + Cheap long-term IV (IV_Rank=nan, gap_180d=-6.0)",Hull Ch.10 - Multi-year protective or directional,Bearish,"gap_30d=-4.7, gap_60d=-0.7, gap_180d=-6.0, IV_Rank=nan",3000,"Defined (max loss = premium, typically $2000-$5000)","Short Delta (lower), Long Vega, Short Theta (minimal)",True,70,Bearish,Directional,True,365,730,547,LEAP,LEAP strategy (Long Put LEAP): 365-730 DTE for multi-year structural thesis,2
PYPL,2025-12-29 07:37:07.444246,2025-12-29,,27.97,27.37,28.53,27.84,29.28,28.5,30.39,29.25,39.78,39.14,38.74,37.63,39.09,38.27,39.8,39.33,39.23,38.59,39.97,39.2,40.53,39.67,41.71,40.04,41.81,39.84,16.39,18.46,26.87,36.72,33.38,34.96,33.76,33.29,7.802405229722222,,Contango,Unknown,Falling,,False,Unknown,Bearish,-2.267927299587001,-6.748704518044867,Stable,21.504133707585698,37.890071022485735,Moderate,16.473225449837113,True,0.542060725562261,,0.0,Evening Star,Strong,True,3.5199999999999996,Bearish,Unknown,30.39,26.87,3.5199999999999996,3.0600000000000023,5.359999999999999,5.939999999999998,7.240000000000002,13.100111648678823,8.33333333333334,16.057519472738164,17.843196155001493,21.74827275458096,True,True,True,True,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,Ranging,Bearish,Bearish,56,True,-0.4338,-1.38,-4.31,60.87,63.8,2.2,False,True,Age_16_plus,,Covered Call,1,Bearish + Rich IV (gap_30d=3.5) [requires stock ownership],Passarelli - Premium collection on held stock,Bearish,gap_30d=3.5,0,Unlimited downside (stock ownership),"Long Delta (from stock), Short Vega, Long Theta",False,70,Bearish,Directional,True,30,45,37,Short,Income (Covered Call): 30-45 DTE for premium collection efficiency,2
BIDU,2025-12-29 07:37:10.887590,2025-12-29,,38.06,38.01,38.37,38.76,40.27,40.65,40.34,41.94,42.15,42.41,42.9,43.02,42.55,42.93,42.68,43.32,43.41,43.62,45.01,43.93,45.13,43.93,45.62,44.04,45.62,44.05,34.28,40.47,48.57,48.15,52.87,50.69,46.52,45.23,7.802405229722222,,Flat,Unknown,Falling,,False,Unknown,Bullish,3.143260525788095,3.9924007572729776,Stable,19.096343542664705,44.59234389313055,Moderate,32.28886730694541,True,0.8004181285806993,,0.0,,,False,-8.229999999999997,Bullish,Unknown,40.34,48.57,8.229999999999997,-6.0,-9.969999999999999,-1.8200000000000003,-0.09999999999999432,-16.94461601811817,-12.461059190031152,-18.857575184414603,-4.023877957108115,-0.22109219544548822,True,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,Neutral,Bullish,Bullish,21,True,1.4971,3.86,4.87,122.95,121.94,2.84,False,True,Age_16_plus,,Long Call LEAP,1,"Bullish + Structural thesis + Cheap long-term IV (IV_Rank=nan, gap_180d=-1.8)",Hull Ch.10 - Multi-year directional with defined risk,Bullish,"gap_30d=-8.2, gap_60d=-6.0, gap_180d=-1.8, IV_Rank=nan",3000,"Defined (max loss = premium, typically $2000-$5000)","Long Delta (lower), Long Vega, Short Theta (minimal)",True,70,Bullish,Directional,True,365,730,547,LEAP,LEAP strategy (Long Call LEAP): 365-730 DTE for multi-year structural thesis,2
