Ticker,timestamp,IV_7_D_Call,IV_7_D_CallChg,IV_7_D_Put,IV_7_D_PutChg,IV_7_D_Call_1W,IV_7_D_Put_1W,IV_7_D_Call_1M,IV_7_D_Put_1M,IV_14_D_Call,IV_14_D_CallChg,IV_14_D_Put,IV_14_D_PutChg,IV_14_D_Call_1W,IV_14_D_Put_1W,IV_14_D_Call_1M,IV_14_D_Put_1M,IV_21_D_Call,IV_21_D_CallChg,IV_21_D_Put,IV_21_D_PutChg,IV_21_D_Call_1W,IV_21_D_Put_1W,IV_21_D_Call_1M,IV_21_D_Put_1M,IV_30_D_Call,IV_30_D_CallChg,IV_30_D_Put,IV_30_D_PutChg,IV_30_D_Call_1W,IV_30_D_Put_1W,IV_30_D_Call_1M,IV_30_D_Put_1M,IV_60_D_Call,IV_60_D_CallChg,IV_60_D_Put,IV_60_D_PutChg,IV_60_D_Call_1W,IV_60_D_Put_1W,IV_60_D_Call_1M,IV_60_D_Put_1M,IV_90_D_Call,IV_90_D_CallChg,IV_90_D_Put,IV_90_D_PutChg,IV_90_D_Call_1W,IV_90_D_Put_1W,IV_90_D_Call_1M,IV_90_D_Put_1M,IV_120_D_Call,IV_120_D_CallChg,IV_120_D_Put,IV_120_D_PutChg,IV_120_D_Call_1W,IV_120_D_Put_1W,IV_120_D_Call_1M,IV_120_D_Put_1M,IV_150_D_Call,IV_150_D_CallChg,IV_150_D_Put,IV_150_D_PutChg,IV_150_D_Call_1W,IV_150_D_Put_1W,IV_150_D_Call_1M,IV_150_D_Put_1M,IV_180_D_Call,IV_180_D_CallChg,IV_180_D_Put,IV_180_D_PutChg,IV_180_D_Call_1W,IV_180_D_Put_1W,IV_180_D_Call_1M,IV_180_D_Put_1M,IV_270_D_Call,IV_270_D_CallChg,IV_270_D_Put,IV_270_D_PutChg,IV_270_D_Call_1W,IV_270_D_Put_1W,IV_270_D_Call_1M,IV_270_D_Put_1M,IV_360_D_Call,IV_360_D_CallChg,IV_360_D_Put,IV_360_D_PutChg,IV_360_D_Call_1W,IV_360_D_Put_1W,IV_360_D_Call_1M,IV_360_D_Put_1M,IV_720_D_Call,IV_720_D_CallChg,IV_720_D_Put,IV_720_D_PutChg,IV_720_D_Call_1W,IV_720_D_Put_1W,IV_720_D_Call_1M,IV_720_D_Put_1M,IV_1080_D_Call,IV_1080_D_CallChg,IV_1080_D_Put,IV_1080_D_PutChg,IV_1080_D_Call_1W,IV_1080_D_Put_1W,IV_1080_D_Call_1M,IV_1080_D_Put_1M,HV_10_D_Cur,HV_20_D_Cur,HV_30_D_Cur,HV_60_D_Cur,HV_90_D_Cur,HV_120_D_Cur,HV_150_D_Cur,HV_180_D_Cur,Date,Snapshot_Age_Hours,IV_Rank_30D,IV_Term_Structure,IV_Trend_7D,HV_Trend_30D,VVIX,Recent_Vol_Spike,Volatility_Regime,Trend_State,Price_vs_SMA20_original,Price_vs_SMA50_original,Volume_Trend,ADX,RSI,Trend_Strength,RV_10D,RV_Calculated,RV_IV_Ratio,Chart_Pattern,Pattern_Confidence,Candlestick_Pattern,Entry_Timing_Quality,Reversal_Confirmation,IVHV_gap_30D,Signal_Type,Regime,IV30_Call,HV30,IVHV_gap_abs,IVHV_gap_60D,IVHV_gap_90D,IVHV_gap_180D,IVHV_gap_360D,IVHV_gap_30D_pct,IVHV_gap_60D_pct,IVHV_gap_90D_pct,IVHV_gap_180D_pct,IVHV_gap_360D_pct,ShortTerm_IV_Edge,MediumTerm_IV_Edge,LEAP_IV_Edge,UltraLEAP_IV_Edge,ShortTerm_IV_Rich,ShortTerm_IV_Cheap,MediumTerm_IV_Rich,MediumTerm_IV_Cheap,LEAP_IV_Rich,LEAP_IV_Cheap,UltraLEAP_IV_Rich,UltraLEAP_IV_Cheap,HighVol,ElevatedVol,ModerateVol,LowRank,IV_Rich,IV_Cheap,MeanReversion_Setup,Expansion_Setup,df_elevated_plus,df_moderate_vol,Chart_Regime,Chart_EMA_Signal,Chart_Signal_Type,Days_Since_Cross,Has_Crossover,Trend_Slope,Price_vs_SMA20_chart,Price_vs_SMA50_chart,SMA20,SMA50,Atr_Pct,Universal_Data_Complete,Directional_Data_Complete,Crossover_Age_Bucket,Validation_Status,Data_Completeness_Pct,Missing_Required_Data,Theory_Compliance_Score,Evaluation_Notes,Strategy_Family,Strategy_Family_Rank
SHOP,2025-08-25 07:31:21.788632,39.12,2.38,39.01,2.47,38.0,37.9,44.56,44.21,39.07,2.33,38.88,2.34,38.0,37.9,70.42,69.37,39.39,1.55,39.06,1.54,37.09,37.28,68.16,67.82,39.52,0.63,38.8,-0.09,37.55,37.95,61.85,61.03,42.73,1.88,42.75,2.5,39.72,39.1,52.69,52.51,49.05,1.22,48.49,1.25,46.84,46.3,50.61,50.06,46.82,0.33,46.32,0.46,47.14,46.29,53.65,52.66,45.98,0.25,45.38,0.51,45.75,44.9,51.66,50.95,46.76,0.0,45.97,0.2,46.69,45.58,50.84,49.49,48.3,-0.34,47.19,-0.07,48.47,47.63,52.2,50.06,47.76,-0.43,46.55,-0.38,48.39,46.78,51.38,49.68,48.47,-0.34,47.0,-0.12,48.68,46.54,51.28,49.12,48.47,-0.34,47.0,-0.12,48.68,46.54,51.28,49.12,36.2,80.74,70.26,56.66,56.39,70.29,66.67,63.51,8/25/25,3038.006238044167,8.106995884773685,Contango,Rising,Falling,11.020182494959974,False,High Vol,Bullish,2.5656715790811706,4.1095650345404415,Falling,31.148676735542715,63.23735550643241,Strong,27.826782682392498,True,0.7041189949998101,,0.0,,,False,-30.740000000000002,Bullish,High Vol,39.52,70.26,30.740000000000002,-13.93,-7.340000000000003,-16.75,-15.75,-43.75177910617706,-24.585245322979173,-13.016492285866294,-26.37379940166903,-24.799244213509684,True,True,True,True,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False,False,True,False,Trending,Bullish,Bullish,25,True,2.4234,4.2,6.63,163.68,161.25,3.61,False,True,Age_16_plus,Reject,0.0,No valid contracts selected,0.0,Contract selection failed: Unknown,Other,1
HON,2025-08-25 07:31:22.959395,15.86,1.5,15.94,1.45,17.17,16.78,38.91,39.21,16.29,1.93,16.27,1.77,17.17,16.78,32.48,34.06,16.67,1.19,16.55,1.04,16.33,16.27,27.82,29.61,16.81,0.73,16.54,0.68,17.87,16.77,25.35,24.02,18.4,1.03,18.06,0.88,18.12,18.09,22.43,21.78,20.06,0.69,19.6,0.62,19.74,19.09,22.66,21.67,19.45,0.2,19.0,0.34,20.2,19.2,22.35,21.22,19.49,0.2,18.95,0.47,20.29,19.3,22.18,20.97,19.86,-0.05,19.27,0.46,20.85,19.55,22.4,21.4,20.37,-0.31,19.64,0.43,21.73,19.96,23.01,21.16,21.08,-0.27,20.25,0.42,22.35,20.5,23.37,21.45,22.53,0.07,21.29,0.58,23.35,21.29,24.28,21.92,22.53,0.07,21.29,0.58,23.35,21.29,24.28,21.92,14.8,16.19,23.76,19.61,22.17,28.36,27.65,26.46,8/25/25,3038.006238044167,0.0,Contango,Falling,Falling,3.800666608197393,False,Compression,Bullish,1.1296186760184532,0.9030544841027898,Falling,33.190577002377886,62.4268756892294,Strong,15.520881059256961,True,0.9233123771122523,Double Bottom,70.0,,,False,-6.950000000000003,Bullish,Compression,16.81,23.76,6.950000000000003,-1.2100000000000009,-2.110000000000003,-6.600000000000001,-5.380000000000003,-29.25084175084176,-6.170321264660892,-9.517365809652697,-24.943310657596378,-20.332577475434626,True,False,True,True,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,False,True,False,Ranging,Bullish,Bullish,14,True,0.2104,2.2,1.76,194.89,195.33,1.43,False,True,Age_6_15,Reject,0.0,No valid contracts selected,0.0,Contract selection failed: Unknown,Other,1
AMAT,2025-08-25 07:31:24.096860,29.34,1.75,29.29,1.77,35.93,34.94,36.56,35.36,29.5,1.92,29.17,1.65,35.93,34.94,34.35,33.54,29.61,1.59,29.12,0.83,34.14,33.28,37.67,36.41,29.75,0.23,29.47,0.42,33.83,33.01,36.26,35.76,31.73,0.57,31.37,0.8,33.7,32.9,34.61,33.48,34.03,-0.02,33.77,0.57,35.48,34.64,34.26,33.12,33.53,-0.14,33.09,0.28,35.08,34.41,35.12,34.21,33.42,-0.09,32.78,0.26,35.27,33.81,34.81,33.88,33.99,-0.24,33.29,0.03,35.74,34.15,35.34,33.46,34.93,-0.79,33.96,-0.28,36.65,34.67,35.83,34.36,34.96,-0.53,34.02,-0.51,36.72,35.09,35.97,34.57,36.06,-0.35,34.52,-0.21,37.37,35.02,37.1,35.13,36.77,0.19,34.7,-0.18,37.42,35.05,37.35,35.29,79.43,61.07,50.88,41.74,41.62,49.15,48.68,46.54,8/25/25,3038.006238044167,0.0,Flat,Falling,Rising,2.6860007446015337,False,Low Vol,Bullish,0.22517380797065556,7.97955148413315,Falling,36.571700659712576,45.338422014997676,Strong,26.638731097349222,True,0.8954195326840074,Bull Flag,70.0,,,False,-21.130000000000003,Bullish,Low Vol,29.75,50.88,21.130000000000003,-10.010000000000002,-7.589999999999996,-12.549999999999997,-11.579999999999998,-41.52908805031446,-23.981792045999047,-18.236424795771256,-26.966050709067463,-24.881822088525997,True,True,True,True,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False,True,True,False,Trending,Bullish,Bullish,112,True,2.1038,0.59,19.44,262.46,243.61,2.83,False,True,Age_16_plus,Reject,0.0,No valid contracts selected,0.0,Contract selection failed: Unknown,Other,1
NEE,2025-08-25 07:31:25.327704,21.64,2.0,21.0,1.9,30.09,28.98,27.25,25.33,21.84,2.2,21.52,2.41,30.09,28.98,26.3,24.43,21.88,1.89,21.8,2.06,27.56,27.63,25.58,24.64,23.51,2.16,23.14,2.76,26.12,26.3,26.38,25.6,23.02,0.5,22.98,1.04,25.33,26.4,24.71,23.76,24.0,0.14,23.74,0.41,25.57,24.4,24.95,22.6,23.79,0.01,23.74,0.65,25.62,24.47,25.74,24.51,23.78,-0.66,23.59,0.24,25.05,23.87,25.69,24.43,24.18,-0.74,24.02,-0.2,24.72,24.01,25.63,24.41,24.8,-0.42,24.76,0.58,25.68,25.21,26.37,25.39,25.3,-0.37,24.93,0.56,26.34,25.56,27.28,25.97,26.02,-0.91,25.34,0.7,26.18,25.7,27.85,26.03,26.02,-0.91,25.34,0.7,26.18,25.7,27.85,26.03,22.62,20.93,26.53,26.75,29.48,32.13,31.47,30.27,8/25/25,3038.006238044167,0.0,Flat,Falling,Falling,1.2960024005464728,False,Low Vol,Bearish,-1.4868445250104199,-2.889079936527107,Falling,45.199338238548556,48.21878715814506,Strong,12.75338721519071,True,0.5424664915010935,,0.0,,,False,-3.0199999999999996,Bearish,Low Vol,23.51,26.53,3.0199999999999996,-3.7300000000000004,-5.48,-6.09,-4.969999999999999,-11.383339615529588,-13.94392523364486,-18.58887381275441,-20.118929633300297,-16.418896597291045,True,True,True,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,True,Ranging,Bearish,Bearish,21,True,-0.3355,-1.21,-2.39,81.48,82.66,1.69,False,True,Age_16_plus,Reject,0.0,No valid contracts selected,0.0,Contract selection failed: Unknown,Other,1
DHR,2025-08-25 07:31:26.550052,27.0,2.26,26.35,1.47,26.69,27.76,29.37,29.42,25.98,1.24,26.07,1.19,26.69,27.76,28.89,27.78,26.63,0.96,26.59,1.41,25.03,26.93,28.39,27.4,26.14,0.24,25.79,0.21,26.06,27.0,26.25,27.2,28.54,0.76,27.43,0.42,26.46,27.15,26.39,26.12,29.69,0.04,29.11,0.09,28.9,28.76,25.83,26.02,28.74,-0.07,28.31,-0.11,28.79,28.83,27.26,26.98,28.78,-0.36,28.14,0.09,28.98,28.42,28.08,27.51,29.32,0.09,28.33,0.15,28.97,28.4,28.51,27.18,29.4,0.13,28.58,0.27,29.46,28.24,29.31,28.06,29.39,-0.13,28.33,0.1,29.71,28.45,29.5,28.17,29.43,0.09,28.19,-0.2,29.51,28.55,29.69,27.92,29.43,0.09,28.19,-0.2,29.51,28.55,29.69,27.92,33.34,30.34,32.51,26.59,30.77,36.56,36.41,34.26,8/25/25,3038.006238044167,42.10526315789543,Flat,Stable,Stable,0.0778888096369866,False,Compression,Bullish,1.5977122028349136,3.926738761911741,Falling,16.286146373327576,59.37263545089198,Moderate,15.483086250909398,True,0.592313934617804,,0.0,,,False,-6.369999999999997,Bullish,Compression,26.14,32.51,6.369999999999997,1.9499999999999993,-1.0799999999999983,-4.939999999999998,-4.869999999999997,-19.593971085819742,7.333584054155695,-3.50991225219369,-14.419147694103906,-14.21482778750729,True,False,True,True,False,True,False,False,False,True,False,True,True,False,False,False,False,True,False,False,True,False,Trending,Bullish,Bullish,88,True,2.8813,3.63,8.71,227.0,221.92,1.8,False,True,Age_16_plus,Reject,0.0,No valid contracts selected,0.0,Contract selection failed: Unknown,Other,1
MU,2025-08-25 07:31:27.759154,43.73,1.57,43.36,2.23,43.48,43.45,45.01,44.43,43.57,1.41,43.09,1.96,43.48,43.45,43.51,42.88,43.87,1.54,43.35,2.15,42.15,41.96,42.17,41.71,51.55,5.91,50.3,5.31,42.68,42.18,42.55,39.59,48.78,0.44,48.28,0.18,48.02,47.77,42.28,41.46,46.91,0.41,46.32,0.42,46.52,45.98,45.41,44.49,47.92,0.31,46.99,0.02,47.42,46.39,44.41,43.6,47.47,0.17,46.34,0.09,47.22,46.13,45.83,44.46,46.26,-0.18,45.52,0.18,46.2,45.3,45.64,44.47,45.91,0.44,44.81,-0.54,46.14,45.03,45.44,43.71,45.12,-0.31,44.24,-0.89,45.65,44.46,45.26,43.61,45.86,-0.58,43.48,-0.56,46.01,43.67,46.61,44.22,45.87,-0.79,43.4,-0.41,46.21,43.7,47.05,44.46,45.52,47.98,45.21,39.61,40.9,63.18,63.16,65.36,8/25/25,3038.006238044167,100.0,Flat,Rising,Stable,4.212333742185625,True,High Vol,Bullish,16.181826044794438,24.452385864295206,Stable,30.267419104524496,68.52821800027208,Strong,68.40602325646492,True,1.3269839622980586,Ascending Triangle,63.0,Bullish Engulfing,Strong,True,6.339999999999996,Bullish,High Vol,51.55,45.21,6.339999999999996,9.170000000000002,6.009999999999998,-19.1,-20.240000000000002,14.023446140234451,23.150719515273927,14.694376528117356,-29.222766217870262,-30.966952264381888,True,True,True,True,True,False,True,False,False,True,False,True,True,False,False,False,True,False,True,False,True,False,Trending,Bullish,Bullish,129,True,20.7983,41.0,57.84,253.37,236.53,5.21,False,True,Age_16_plus,Reject,0.0,No valid contracts selected,0.0,Contract selection failed: Unknown,Other,1
UNP,2025-08-25 07:31:28.918951,18.91,1.96,19.4,2.49,21.57,19.48,32.81,33.79,19.1,2.15,19.35,2.44,21.57,19.48,26.45,28.1,19.09,0.17,19.22,1.58,18.12,18.33,22.59,24.18,19.67,1.12,19.45,0.97,18.33,17.96,19.53,21.69,20.4,1.04,20.25,0.88,19.12,18.97,21.44,22.61,21.73,0.85,21.28,0.64,20.67,19.93,21.03,21.09,21.4,-0.26,21.07,0.59,21.21,20.2,21.8,22.13,21.97,0.36,21.34,0.16,21.19,20.1,21.8,21.85,22.0,-0.23,21.57,-0.28,22.19,21.09,21.17,21.12,22.68,-0.14,22.08,0.42,22.6,21.3,22.24,21.41,23.09,-0.17,22.44,-0.04,23.13,22.06,22.78,21.65,23.76,-0.4,22.7,-0.2,24.75,22.73,24.64,23.56,24.23,-0.22,22.84,-0.3,25.31,22.99,25.39,23.83,17.05,19.65,23.29,19.3,21.76,26.37,25.47,24.31,8/25/25,3038.006238044167,100.0,Flat,Rising,Falling,0.60140576060501,False,High Vol,Neutral,-0.15827543869293131,3.4791206480773265,Falling,28.93766395896187,48.19372276409664,Strong,12.044354050875,True,0.6123209990277071,,0.0,,,False,-3.6199999999999974,Bidirectional,High Vol,19.67,23.29,3.6199999999999974,1.0999999999999979,-0.030000000000001137,-2.3099999999999987,-1.2199999999999989,-15.543151567196212,5.699481865284963,-0.13786764705882873,-9.502262443438909,-5.018510900863838,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,True,False,Neutral,Bullish,Bullish,38,True,-0.5632,-0.37,7.89,234.9,226.64,1.46,False,True,Age_16_plus,Reject,0.0,No valid contracts selected,0.0,Contract selection failed: Unknown,Other,1
GILD,2025-08-25 07:31:29.997159,24.2,1.88,24.31,2.12,23.05,22.25,34.75,34.74,22.98,0.66,23.71,1.51,23.05,22.25,35.46,35.84,22.91,-1.1,23.92,-0.09,21.94,21.94,34.83,35.02,24.19,0.86,25.01,1.95,23.13,23.11,32.26,32.3,25.03,-0.22,24.99,-0.09,24.25,23.76,28.56,28.35,26.81,-1.34,27.12,0.07,26.88,26.66,27.84,28.12,26.54,-1.35,26.54,-0.53,27.09,26.61,28.7,28.27,26.54,-1.11,26.36,-0.69,26.87,26.1,28.19,27.62,27.08,-0.2,26.81,-0.05,27.3,26.76,27.84,27.24,26.92,-0.82,27.49,-0.03,27.83,26.83,28.21,27.33,26.97,-0.95,27.04,-0.05,28.01,27.14,28.04,27.24,28.04,0.05,26.96,-0.21,28.38,27.17,28.58,27.05,28.0,0.03,26.95,-0.31,28.52,27.1,28.67,27.31,14.31,35.47,33.29,29.81,32.45,31.39,31.11,29.39,8/25/25,3038.006238044167,11.61007667031766,Flat,Stable,Falling,4.077109542583105,False,Compression,Bullish,2.1813840326594622,2.221157916679545,Falling,37.81432126512032,62.5881232866689,Strong,17.04025662875735,True,0.7044339242975342,Double Bottom,70.0,,,False,-9.099999999999998,Bullish,Compression,24.19,33.29,9.099999999999998,-4.779999999999998,-5.640000000000004,-2.3100000000000023,-2.4200000000000017,-27.335536197056165,-16.03488762160348,-17.380585516178748,-7.859816264035394,-8.234093228989456,True,True,True,True,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False,False,True,False,Neutral,Bullish,Bullish,7,True,1.7669,2.67,2.71,122.24,122.2,2.23,False,True,Age_6_15,Reject,0.0,No valid contracts selected,0.0,Contract selection failed: Unknown,Other,1
PFE,2025-08-25 07:31:32.180319,19.47,2.62,19.29,1.51,18.78,17.98,22.78,22.93,19.39,2.54,19.16,1.38,18.78,17.98,28.49,28.19,19.5,2.2,19.55,1.52,18.96,17.51,27.71,27.5,19.68,1.66,19.82,1.28,20.06,19.3,25.18,25.06,21.74,1.14,21.5,1.23,21.34,20.5,23.51,23.14,23.83,0.45,24.03,2.38,23.94,21.68,23.76,22.69,23.0,0.15,23.16,1.55,23.99,21.87,25.26,23.38,23.14,0.08,23.02,1.1,23.91,21.87,24.89,23.22,23.08,-0.37,23.31,1.51,23.93,21.54,24.31,23.51,23.29,-0.67,23.37,1.23,24.19,21.6,24.81,22.41,22.47,-1.32,23.05,0.75,24.56,21.81,24.45,22.29,23.16,-1.05,23.53,0.86,24.43,23.79,23.92,23.79,23.14,-0.87,23.4,0.19,24.3,24.2,24.39,24.29,11.91,28.43,28.18,23.26,26.3,27.74,26.49,25.79,8/25/25,3038.006238044167,0.0,Contango,Stable,Falling,2.5079606589152603,False,Low Vol,Neutral,-1.7083104197968606,0.022979522535442616,Falling,14.022001502924704,39.67827677933149,Weak,24.76294266463902,True,1.2582796069430398,,0.0,,,False,-8.5,Bidirectional,Low Vol,19.68,28.18,8.5,-1.5200000000000031,-2.4700000000000024,-2.710000000000001,-3.3200000000000003,-30.16323633782825,-6.534823731728302,-9.391634980988602,-10.507948817371078,-12.87320666925165,True,False,True,True,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,False,True,False,Ranging,Bearish,Bearish,7,True,-0.2274,-0.43,0.01,25.43,24.99,2.14,False,True,Age_6_15,Reject,0.0,No valid contracts selected,0.0,Contract selection failed: Unknown,Other,1
PANW,2025-08-25 07:31:34.536890,28.24,1.72,27.91,1.5,55.76,55.55,29.93,30.84,28.37,1.85,27.98,1.57,55.76,55.55,30.22,29.53,28.51,1.55,28.12,1.27,48.31,48.4,30.68,30.47,28.27,0.86,28.73,1.06,43.91,43.65,37.85,40.08,30.21,0.95,29.87,1.07,37.84,37.36,36.61,35.7,33.04,0.32,32.5,0.68,38.38,37.45,34.5,33.66,33.01,0.48,32.42,0.62,38.14,37.17,35.22,35.04,32.74,0.66,32.07,0.79,37.12,36.11,34.64,34.43,33.87,0.49,32.98,0.69,37.53,36.28,34.18,33.63,34.15,0.32,33.09,0.1,36.71,35.82,35.15,34.33,35.25,0.96,33.73,0.06,37.47,35.76,35.68,34.65,36.92,0.34,34.99,0.4,38.06,35.42,35.72,34.37,37.09,0.19,34.74,-0.01,38.39,35.21,35.76,34.79,28.59,43.45,37.78,35.09,35.23,41.11,39.64,38.6,8/25/25,3038.006238044167,0.0,Contango,Falling,Falling,6.438681714623127,False,High Vol,Bearish,-1.6687604564101195,-6.754867031696067,Falling,17.897866888145096,34.89693533501574,Moderate,22.89744641627858,True,0.8099556567484464,,0.0,,,False,-9.510000000000002,Bearish,High Vol,28.27,37.78,9.510000000000002,-4.880000000000003,-2.1899999999999977,-4.730000000000004,-3.3500000000000014,-25.172048703017474,-13.907096038757485,-6.216292932160085,-12.253886010362704,-8.67875647668394,True,True,True,True,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False,False,True,False,Neutral,Bearish,Bearish,46,True,-0.5048,-3.17,-13.54,190.02,200.39,1.92,False,True,Age_16_plus,Reject,0.0,No valid contracts selected,0.0,Contract selection failed: Unknown,Other,1
CMCSA,2025-08-25 07:31:35.727636,22.79,0.29,23.02,3.91,22.65,22.14,45.25,45.58,23.11,0.61,23.13,4.02,22.65,22.14,39.14,39.27,23.51,0.41,23.3,0.19,22.22,22.78,33.72,34.02,23.59,0.99,23.2,0.68,23.38,22.4,30.49,30.31,25.12,0.84,24.91,2.45,23.98,23.69,26.43,26.3,25.89,0.36,25.56,1.73,25.12,23.79,25.15,24.68,26.27,0.14,25.88,1.4,25.75,23.86,25.28,24.44,26.47,-0.02,26.06,1.2,26.11,23.89,25.35,24.3,26.5,-0.25,26.15,1.02,26.37,24.53,25.4,24.22,26.42,-0.46,26.12,0.85,26.57,25.03,25.46,24.21,26.84,0.63,25.95,0.93,26.27,25.2,25.52,25.57,27.78,-0.31,26.7,-1.29,26.58,25.71,23.74,23.64,27.01,2.27,27.07,2.63,26.06,24.77,26.0,23.78,22.27,23.64,27.01,23.06,22.41,27.49,30.05,30.67,8/25/25,3038.006238044167,2.9535864978903077,Flat,Stable,Falling,3.303301378923818,False,Compression,Bullish,5.279856235445662,6.398897156586147,Falling,51.798157338826776,75.47467905557323,Strong,35.894514662383145,True,1.521598756353673,Ascending Triangle,63.0,,,False,-3.4200000000000017,Bullish,Compression,23.59,27.01,3.4200000000000017,2.0600000000000023,3.4800000000000004,-4.170000000000002,-3.830000000000002,-12.661977045538695,8.933217692974859,15.528781793842036,-13.596348223019241,-12.487773068144772,True,True,True,True,False,True,True,False,False,True,False,True,False,False,True,True,False,False,False,False,False,True,Ranging,Bullish,Bullish,14,True,0.4331,1.5,1.8,28.37,28.07,2.56,False,True,Age_6_15,Reject,0.0,No valid contracts selected,0.0,Contract selection failed: Unknown,Other,1
LOW,2025-08-25 07:31:36.917366,19.56,1.06,19.77,2.0,32.32,32.43,25.5,26.34,20.14,1.64,20.09,2.31,32.32,32.43,25.36,24.75,20.85,0.99,20.48,1.18,28.85,29.0,24.6,24.54,21.47,1.61,20.88,0.87,27.44,26.72,30.28,29.44,22.22,1.17,21.97,1.32,24.49,24.81,27.13,26.97,23.17,1.02,22.8,1.15,24.47,24.44,26.26,26.18,23.63,0.94,23.21,1.08,24.54,24.26,26.33,26.17,23.94,0.93,23.46,1.03,24.58,24.16,26.37,26.16,24.27,0.91,23.66,0.93,24.99,24.34,26.4,26.12,24.41,0.44,23.8,0.62,25.31,24.43,26.5,25.54,24.86,0.59,24.07,0.7,25.62,24.32,26.59,25.47,25.25,0.37,24.41,0.57,25.89,24.45,26.83,25.37,25.25,0.37,24.41,0.57,25.89,24.45,26.83,25.37,30.98,26.45,26.22,23.63,24.81,27.3,26.52,25.28,8/25/25,3038.006238044167,0.0,Flat,Falling,Rising,3.6715512918777122,False,Compression,Neutral,-0.6215480550311556,1.6693114893808092,Falling,33.69538232077293,48.08657918779959,Strong,17.601200281067303,True,0.8198043912933072,Ascending Triangle,63.0,,,False,-4.75,Bidirectional,Compression,21.47,26.22,4.75,-1.4100000000000001,-1.639999999999997,-1.0100000000000016,-0.4200000000000017,-18.115942028985508,-5.96699111299196,-6.610237807335741,-3.995253164556968,-1.661392405063298,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,Neutral,Bullish,Bullish,31,True,-0.7112,-1.52,4.0,245.36,239.83,1.88,False,True,Age_16_plus,Reject,0.0,No valid contracts selected,0.0,Contract selection failed: Unknown,Other,1
ANET,2025-08-25 07:31:38.176774,40.78,2.73,40.51,2.61,38.32,38.45,47.23,46.2,42.59,4.54,42.52,4.63,38.32,38.45,62.14,61.56,43.22,0.94,43.19,1.2,38.04,37.34,59.39,58.78,42.1,1.59,41.64,1.08,39.77,39.96,53.13,52.94,42.4,1.16,41.95,1.16,39.45,39.22,47.27,46.64,46.98,0.06,46.38,0.11,45.41,44.94,45.57,44.9,45.45,-0.07,44.83,-0.17,45.22,44.75,47.93,47.11,44.85,0.92,44.15,0.67,44.04,43.01,46.3,45.59,45.71,0.83,44.65,0.56,44.7,43.66,45.07,44.27,46.24,0.37,45.22,-0.12,45.49,44.55,46.01,44.9,46.07,0.51,44.71,0.35,45.17,43.97,45.48,44.27,46.88,1.68,43.71,0.51,45.44,43.27,44.97,43.36,46.88,1.68,43.71,0.51,45.44,43.27,44.97,43.36,29.16,66.09,55.32,53.11,51.09,56.73,66.31,62.16,8/25/25,3038.006238044167,17.44011976047903,Flat,Rising,Falling,5.826943166589723,False,High Vol,Neutral,3.9978869097293646,-0.8857155702372643,Stable,30.322292048618003,57.4733027644575,Strong,33.05629543933763,True,0.7851851648298724,,0.0,,,False,-13.219999999999999,Bidirectional,High Vol,42.1,55.32,13.219999999999999,-10.71,-4.1100000000000065,-16.449999999999996,-16.089999999999996,-23.89732465654374,-20.16569384296743,-8.044627128596607,-26.46396396396396,-25.88481338481338,True,True,True,True,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False,False,True,False,Trending,Bullish,Bullish,3,True,2.5116,5.16,-1.2,128.99,135.35,3.42,False,True,Age_0_5,Reject,0.0,No valid contracts selected,0.0,Contract selection failed: Unknown,Other,1
