Ticker,timestamp,Date,Error,IV_7_D_Call,IV_7_D_Put,IV_14_D_Call,IV_14_D_Put,IV_21_D_Call,IV_21_D_Put,IV_30_D_Call,IV_30_D_Put,IV_60_D_Call,IV_60_D_Put,IV_90_D_Call,IV_90_D_Put,IV_120_D_Call,IV_120_D_Put,IV_150_D_Call,IV_150_D_Put,IV_180_D_Call,IV_180_D_Put,IV_270_D_Call,IV_270_D_Put,IV_360_D_Call,IV_360_D_Put,IV_720_D_Call,IV_720_D_Put,IV_1080_D_Call,IV_1080_D_Put,HV_10_D_Cur,HV_20_D_Cur,HV_30_D_Cur,HV_60_D_Cur,HV_90_D_Cur,HV_120_D_Cur,HV_150_D_Cur,HV_180_D_Cur,Snapshot_Age_Hours,IV_Rank_30D,IV_Term_Structure,IV_Trend_7D,HV_Trend_30D,VVIX,Recent_Vol_Spike,Volatility_Regime,Trend_State,Price_vs_SMA20_x,Price_vs_SMA50_x,Volume_Trend,ADX,RSI,Trend_Strength,RV_10D,RV_Calculated,RV_IV_Ratio,Chart_Pattern,Pattern_Confidence,Candlestick_Pattern,Entry_Timing_Quality,Reversal_Confirmation,IVHV_gap_30D,Signal_Type,Regime,IV30_Call,HV30,IVHV_gap_abs,IVHV_gap_60D,IVHV_gap_90D,IVHV_gap_180D,IVHV_gap_360D,IVHV_gap_30D_pct,IVHV_gap_60D_pct,IVHV_gap_90D_pct,IVHV_gap_180D_pct,IVHV_gap_360D_pct,ShortTerm_IV_Edge,MediumTerm_IV_Edge,LEAP_IV_Edge,UltraLEAP_IV_Edge,ShortTerm_IV_Rich,ShortTerm_IV_Cheap,MediumTerm_IV_Rich,MediumTerm_IV_Cheap,LEAP_IV_Rich,LEAP_IV_Cheap,UltraLEAP_IV_Rich,UltraLEAP_IV_Cheap,HighVol,ElevatedVol,ModerateVol,LowRank,IV_Rich,IV_Cheap,MeanReversion_Setup,Expansion_Setup,df_elevated_plus,df_moderate_vol,Chart_Regime,EMA_Signal,Chart_Signal_Type,Days_Since_Cross,Has_Crossover,Trend_Slope,Price_vs_SMA20_y,Price_vs_SMA50_y,SMA20,SMA50,Atr_Pct
ETN,2025-12-29 07:31:38.465778,2025-12-29,,30.44,29.14,30.03,29.06,30.77,30.1,32.03,31.05,34.43,34.13,33.81,33.41,33.49,32.94,33.3,32.88,32.99,32.49,32.94,32.12,33.31,32.39,33.83,32.11,33.86,32.11,35.13,31.49,34.42,31.62,29.36,29.53,28.58,29.22,4.081822878333334,,Flat,Unknown,Stable,,False,Unknown,Bearish,-3.1192804459553143,-8.446265258430092,Falling,25.836450578020674,32.539547834867506,Strong,23.86040440121145,True,0.7449392569844349,,0.0,,,False,-2.3900000000000006,Bearish,Unknown,32.03,34.42,2.3900000000000006,2.8099999999999987,4.450000000000003,3.770000000000003,4.090000000000003,-6.943637420104591,8.886780518659073,15.15667574931881,12.90212183436004,13.99726214921288,True,True,True,True,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,Trending,Bearish,Bearish,47,True,-2.3046,-10.21,-29.49,331.45,350.73,2.62
AON,2025-12-29 07:31:41.462779,2025-12-29,,17.78,17.69,17.78,17.69,19.24,19.13,21.63,21.49,23.39,23.25,22.42,22.21,22.34,21.92,22.63,22.17,22.83,22.34,22.92,22.42,22.92,22.42,22.92,22.42,22.92,22.42,13.27,16.44,15.1,18.87,17.85,19.48,19.79,22.63,4.081822878333334,,Contango,Unknown,Falling,,False,Unknown,Bullish,1.9425334375194674,3.1098683603603963,Falling,13.627230419963519,68.8403661107725,Weak,10.057423532144224,True,0.4649756602933067,,0.0,,,False,6.529999999999999,Bullish,Unknown,21.63,15.1,6.529999999999999,4.52,4.57,0.1999999999999993,0.2900000000000027,43.245033112582774,23.953365129835717,25.60224089635854,0.883782589482984,1.2814847547503434,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,Trending,Bullish,Bullish,17,True,3.1428,6.87,10.84,350.4,346.43,1.47
WAT,2025-12-29 07:31:45.195789,2025-12-29,,27.18,27.08,27.18,27.08,27.64,27.53,28.45,28.32,29.41,29.12,29.8,29.19,29.99,29.23,30.01,29.18,29.91,29.05,29.79,28.91,29.79,28.91,29.79,28.91,29.79,28.91,16.26,16.9,22.42,25.52,29.36,37.01,34.52,36.04,4.081822878333334,,Flat,Unknown,Falling,,False,Unknown,Neutral,-0.8413244977992973,2.0336108151409538,Falling,38.928532302166374,41.617446389217854,Strong,13.694592633099345,True,0.481356507314564,,0.0,Bearish Engulfing,Strong,True,6.029999999999998,Bidirectional,Unknown,28.45,22.42,6.029999999999998,3.8900000000000006,0.4400000000000013,-6.129999999999999,-6.25,26.895628902765374,15.242946708463952,1.4986376021798409,-17.008879023307433,-17.341842397336293,True,True,True,True,True,False,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,Neutral,Bearish,Bearish,12,True,0.9725,-3.26,7.66,387.78,376.86,2.11
V,2025-12-29 07:31:48.260389,2025-12-29,,13.89,14.01,14.61,14.48,15.39,15.26,19.54,19.03,19.45,19.0,19.98,19.61,20.57,20.0,20.79,20.18,20.92,20.34,21.75,20.99,22.71,21.57,24.67,23.27,25.88,23.39,7.83,23.54,22.03,19.5,18.83,18.27,20.02,20.24,4.081822878333334,,Contango,Unknown,Falling,,False,Unknown,Bullish,3.9632660223356675,4.749242999661762,Falling,41.36671310729139,86.71427822939799,Strong,7.7492100048250565,True,0.3965818835632066,,0.0,,,False,-2.490000000000002,Bullish,Unknown,19.54,22.03,2.490000000000002,-0.05000000000000071,1.1500000000000021,0.6800000000000033,2.4700000000000024,-11.302768951429877,-0.25641025641026005,6.10727562400426,3.3596837944664197,12.203557312252977,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,Trending,Bullish,Bullish,17,True,5.8426,13.35,15.9,341.11,338.56,1.4
WING,2025-12-29 07:31:51.801120,2025-12-29,,47.32,47.47,47.32,47.47,50.42,50.5,55.57,55.55,59.19,59.13,57.15,56.94,57.76,57.04,58.12,57.09,58.1,57.09,58.17,57.35,58.32,57.45,56.25,54.27,56.16,54.13,24.42,36.64,45.81,54.49,49.99,59.8,55.86,56.64,4.081822878333334,,Contango,Unknown,Falling,,False,Unknown,Bearish,-3.4598538650605652,-1.255410173069846,Falling,20.715082689657056,48.356580320945675,Moderate,37.68533668204194,True,0.6781597387446814,Descending Triangle,64.0,,,False,9.759999999999998,Bearish,Unknown,55.57,45.81,9.759999999999998,4.699999999999996,7.159999999999997,1.4600000000000009,1.6799999999999997,21.305391835843697,8.62543585979078,14.322864572914575,2.5776836158192107,2.9661016949152534,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,Ranging,Bullish,Bullish,10,True,-0.0352,-8.54,-2.89,252.65,247.01,3.9
SNPS,2025-12-29 07:31:54.730549,2025-12-29,,31.19,31.82,32.71,33.59,35.44,35.28,35.19,34.81,39.11,39.26,40.78,41.7,40.63,41.3,41.77,41.99,42.54,42.42,43.96,43.08,44.56,43.45,46.13,44.02,46.2,44.04,38.91,35.4,32.7,39.27,88.25,78.26,72.31,67.48,4.081822878333334,,Contango,Unknown,Rising,,False,Unknown,Bullish,2.9364961697366216,9.222109815899259,Falling,60.56953068563272,56.97835785467716,Strong,25.978995646923686,True,0.7382493789975473,Bull Flag,70.0,,,False,2.489999999999995,Bullish,Unknown,35.19,32.7,2.489999999999995,-0.1600000000000037,-47.47,-24.940000000000005,-22.92,7.614678899082553,-0.407435701553358,-53.79036827195467,-36.959098992294024,-33.965619442797866,True,False,True,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,Trending,Bullish,Bullish,27,True,8.1274,13.68,40.45,465.18,438.41,3.05
SHW,2025-12-29 07:31:57.816929,2025-12-29,,22.18,22.27,22.18,22.27,22.48,22.53,23.02,23.0,23.59,23.3,23.72,23.06,23.8,23.22,23.85,23.32,23.99,23.45,24.72,23.98,25.13,24.24,26.64,25.16,26.69,25.19,9.93,14.63,18.61,21.38,21.31,21.21,22.17,22.94,4.081822878333334,,Flat,Unknown,Falling,,False,Unknown,Bearish,-1.0211887134247386,-2.6060726371692806,Falling,33.06878125070584,46.72008719297563,Strong,9.901633525283666,True,0.43013177781423395,,0.0,,,False,4.41,Bearish,Unknown,23.02,18.61,4.41,2.210000000000001,2.41,1.0499999999999972,2.1899999999999977,23.69693713057496,10.336763330215158,11.309244486156736,4.577157802964242,9.546643417611149,True,True,False,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,Neutral,Bearish,Bearish,24,True,-0.6976,-3.37,-8.71,328.69,334.03,1.67
NVDA,2025-12-29 07:32:01.107271,2025-12-29,,35.29,35.09,35.49,35.28,35.44,35.2,36.6,36.35,40.21,39.83,43.36,42.93,43.35,42.8,44.22,43.6,44.84,44.17,45.49,44.56,46.09,44.98,47.7,45.64,47.64,45.5,39.27,31.44,34.38,37.62,35.02,32.96,32.2,35.44,4.081822878333334,,Contango,Unknown,Rising,,False,Unknown,Bullish,3.1313366747807714,0.7262123043585702,Falling,13.755815971740775,52.254298010488355,Weak,35.2936791315197,True,0.9643081729923416,,0.0,,,False,2.219999999999999,Bullish,Unknown,36.6,34.38,2.219999999999999,2.5900000000000034,8.339999999999996,9.400000000000006,10.650000000000006,6.45724258289703,6.884635832004263,23.814962878355214,26.523702031602724,30.050790067720108,True,True,True,True,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,Trending,Bullish,Bullish,5,True,5.7525,5.59,1.25,181.83,186.17,2.65
AAPL,2025-12-29 07:32:04.204381,2025-12-29,,17.87,17.79,18.28,18.17,18.62,18.49,22.27,22.1,22.99,22.76,23.26,22.87,23.96,23.51,24.76,24.24,24.88,24.27,25.82,25.01,26.4,25.4,28.18,26.28,28.38,26.24,11.74,12.52,14.11,17.87,20.52,21.45,21.28,24.39,4.081822878333334,,Contango,Unknown,Falling,,False,Unknown,Neutral,-1.031465226420434,0.6863958863419155,Falling,40.34681188613816,39.32523716600896,Strong,11.744696498279307,True,0.5273774808387655,,0.0,,,False,8.16,Bidirectional,Unknown,22.27,14.11,8.16,5.119999999999997,2.740000000000002,0.48999999999999844,2.009999999999998,57.83132530120483,28.65137101287072,13.352826510721258,2.0090200902008957,8.241082410824099,True,True,False,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,Ranging,Bearish,Bearish,10,True,-0.4118,-2.92,1.8,276.69,271.97,1.45
GOOG,2025-12-29 07:32:11.025497,2025-12-29,,24.95,24.85,25.58,25.46,26.0,25.87,27.35,27.18,34.14,33.83,33.49,33.07,34.29,33.83,35.31,34.79,35.03,34.41,35.45,34.61,35.78,34.74,37.68,35.74,37.73,35.7,23.94,23.03,31.79,29.79,30.23,27.62,27.1,29.07,4.081822878333334,,Contango,Unknown,Falling,,False,Unknown,Bullish,0.2533253498457015,6.562283032226969,Falling,34.298568769237654,49.73250010674878,Strong,23.168054144342715,True,0.8470952155152729,,0.0,,,False,-4.439999999999998,Bullish,Unknown,27.35,31.79,4.439999999999998,4.350000000000001,3.2600000000000016,5.960000000000001,6.710000000000001,-13.966656181189046,14.602215508559924,10.783989414488923,20.502235982112147,23.082215342277266,True,True,True,True,False,True,True,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,Trending,Bullish,Bullish,129,True,3.4795,0.8,19.36,313.4,294.84,2.14
AVGO,2025-12-29 07:32:14.382135,2025-12-29,,39.11,38.97,39.91,39.78,40.25,40.15,41.3,41.11,45.09,44.85,48.57,48.23,47.95,47.49,48.35,47.82,48.85,48.24,49.01,48.13,49.12,48.09,49.92,48.1,50.03,47.92,74.43,57.89,61.07,53.24,50.81,46.28,43.97,44.3,4.081822878333334,,Contango,Unknown,Rising,,False,Unknown,Bearish,-4.361169472996286,-3.128793679103545,Falling,35.54212023193992,30.672624640631554,Strong,43.89451074291703,True,1.0628210833636085,,0.0,,,False,-19.770000000000003,Bearish,Unknown,41.3,61.07,19.770000000000003,-8.149999999999999,-2.240000000000002,4.550000000000004,4.82,-32.37268708039955,-15.308039068369645,-4.408580987994493,10.270880361173825,10.880361173814899,True,True,True,True,False,True,False,True,True,False,True,False,True,False,False,False,False,True,False,False,True,False,Ranging,Bearish,Bearish,13,True,0.2286,-15.93,-11.28,365.79,361.14,4.56
TSLA,2025-12-29 07:32:17.589380,2025-12-29,,42.54,42.41,42.62,42.47,42.48,42.3,48.89,48.67,49.56,49.24,50.18,49.76,51.74,51.21,52.94,52.28,52.96,52.2,54.02,53.07,54.73,53.61,57.41,55.26,58.02,55.34,43.02,36.46,42.54,47.75,47.12,45.65,51.86,53.22,4.081822878333334,,Flat,Unknown,Stable,,False,Unknown,Bullish,0.16621836354691308,4.179127199190159,Falling,46.850294313663746,58.95164901752905,Strong,43.876236859541685,True,0.8974480846705192,Descending Triangle,64.0,,,False,6.350000000000001,Bullish,Unknown,48.89,42.54,6.350000000000001,1.8100000000000023,3.0600000000000023,-0.259999999999998,1.509999999999998,14.927127409496949,3.790575916230371,6.494057724957561,-0.48853814355505076,2.8372792183389666,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,Neutral,Bullish,Bullish,26,True,1.3985,0.15,17.95,462.62,444.82,3.85
JPM,2025-12-29 07:32:20.814921,2025-12-29,,18.44,18.31,22.41,22.11,24.55,24.19,23.54,23.79,22.87,22.66,23.38,23.04,23.98,23.64,24.25,23.84,24.36,23.92,25.3,24.61,25.83,24.96,27.23,26.04,27.37,26.04,15.65,26.86,26.79,22.94,20.72,19.6,19.2,20.1,4.081822878333334,,Mixed,Unknown,Falling,,False,Unknown,Bullish,2.470499700247202,4.6715792377275065,Falling,11.459227965337051,57.464990042092566,Weak,17.13280258001051,True,0.7278165921839639,,0.0,,,False,-3.25,Bullish,Unknown,23.54,26.79,3.25,-0.07000000000000028,2.66,4.259999999999998,5.729999999999997,-12.131392310563644,-0.3051438535309515,12.83783783783784,21.194029850746258,28.50746268656715,True,False,True,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,Trending,Bullish,Bullish,28,True,6.0432,7.79,14.45,316.66,310.0,2.05
WMT,2025-12-29 07:32:24.420132,2025-12-29,,19.26,19.24,19.82,19.68,20.08,19.94,20.16,19.89,24.91,25.02,25.09,24.76,25.35,24.89,25.43,25.1,25.51,25.33,26.15,25.55,26.74,25.64,27.57,25.31,27.44,25.99,14.19,18.17,26.71,23.52,22.42,21.26,20.26,20.29,4.081822878333334,,Contango,Unknown,Falling,,False,Unknown,Neutral,-1.2997453471946798,4.08525318773654,Falling,41.61755240612374,46.726263302125396,Strong,13.020024960712966,True,0.6458345714639369,,0.0,,,False,-6.550000000000001,Bidirectional,Unknown,20.16,26.71,6.550000000000001,1.3900000000000006,2.669999999999998,5.220000000000002,6.449999999999999,-24.522650692624488,5.909863945578234,11.909009812667252,25.726959093149347,31.78905864958107,True,False,True,True,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,Neutral,Bullish,Bullish,39,True,-1.4737,-1.42,4.47,113.83,107.94,1.69
ORCL,2025-12-29 07:32:27.993115,2025-12-29,,43.51,43.38,43.56,43.36,43.05,42.94,43.08,42.9,46.34,46.04,50.45,50.1,49.1,48.68,49.63,49.1,50.29,49.76,50.47,49.51,50.52,49.45,51.5,49.68,51.6,49.54,57.81,60.7,59.1,52.51,73.2,65.45,63.14,59.61,4.081822878333334,,Mixed,Unknown,Stable,,False,Unknown,Bearish,-2.3385832852043977,-13.51380105933965,Falling,16.22813980387128,34.853722103884735,Moderate,52.97687419881678,True,1.2297324558685419,Bear Flag,70.0,,,False,-16.020000000000003,Bearish,Unknown,43.08,59.1,16.020000000000003,-6.169999999999995,-22.75,-9.32,-9.089999999999996,-27.10659898477158,-11.750142829937145,-31.079234972677593,-15.634960577084383,-15.249119275289374,True,True,True,True,False,True,False,True,False,True,False,True,True,False,False,False,False,True,False,False,True,False,Neutral,Bearish,Bearish,68,True,1.6393,-4.76,-30.64,200.21,226.09,4.95
JNJ,2025-12-29 07:32:39.820908,2025-12-29,,18.99,20.0,19.59,19.98,21.33,21.54,22.67,21.86,21.19,21.55,20.96,21.04,20.68,21.15,21.36,21.5,21.59,21.58,21.43,21.17,21.71,21.04,21.92,21.15,22.3,21.4,17.51,19.19,17.0,15.38,14.76,16.96,16.2,17.03,4.081822878333334,,Flat,Unknown,Stable,,False,Unknown,Bullish,0.8201779953722196,4.912413822432558,Falling,28.125807425949017,60.9865530028108,Strong,17.04785744397259,True,0.752000769473868,Ascending Triangle,63.0,,,False,5.670000000000002,Bullish,Unknown,22.67,17.0,5.670000000000002,5.8100000000000005,6.200000000000001,4.559999999999999,4.68,33.352941176470594,37.77633289986996,42.00542005420055,26.776277157956542,27.480916030534345,True,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,Ranging,Bullish,Bullish,48,True,-0.1522,1.65,9.71,206.78,198.72,1.86
BAC,2025-12-29 07:32:43.425783,2025-12-29,,19.22,18.5,24.21,23.58,26.78,26.19,25.2,24.81,23.93,23.44,24.25,23.64,24.96,24.31,25.31,24.61,25.44,24.8,26.04,25.32,26.5,25.69,27.46,26.21,27.33,26.17,13.69,13.23,16.95,20.36,18.93,19.37,19.0,20.63,4.081822878333334,,Mixed,Unknown,Falling,,False,Unknown,Bullish,1.4935636871896534,4.183144155167061,Falling,43.29004893579645,62.895155593159444,Strong,15.056114531359691,True,0.5974648623555433,,0.0,,,False,8.25,Bullish,Unknown,25.2,16.95,8.25,3.5700000000000003,5.32,4.810000000000002,5.870000000000001,48.67256637168142,17.5343811394892,28.10353935552034,23.31555986427534,28.45370819195347,True,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,Neutral,Bullish,Bullish,31,True,0.6333,0.78,2.19,54.63,53.22,1.61
ABBV,2025-12-29 07:32:46.669124,2025-12-29,,23.07,23.2,24.65,24.74,24.62,25.57,25.16,27.06,26.21,26.85,25.94,26.58,26.89,26.57,26.94,26.75,26.59,26.95,26.73,26.51,27.12,26.9,27.71,27.01,27.82,27.05,16.61,17.6,20.36,23.26,24.0,23.37,22.33,25.03,4.081822878333334,,Flat,Unknown,Falling,,False,Unknown,Bullish,2.03997534500333,1.8222483942043024,Falling,23.50894431794494,67.44108225662194,Moderate,16.35274849910308,True,0.6499502583109332,Ascending Triangle,63.0,,,False,4.800000000000001,Bullish,Unknown,25.16,20.36,4.800000000000001,2.9499999999999993,1.9400000000000013,1.5599999999999987,2.09,23.57563850687623,12.68271711092003,8.083333333333337,6.232520974830198,8.349980023971233,True,True,False,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,Trending,Bullish,Bullish,5,True,2.6144,4.55,4.07,226.28,226.76,1.68
UNH,2025-12-29 07:32:59.815427,2025-12-29,,29.44,29.09,29.95,29.77,30.24,30.08,36.16,35.5,36.04,35.8,35.9,35.71,36.62,36.11,36.92,36.5,36.43,36.09,36.32,35.7,36.43,35.91,37.05,35.84,37.37,36.21,17.49,26.67,27.79,27.18,28.64,37.45,35.95,54.86,4.081822878333334,,Mixed,Unknown,Falling,,False,Unknown,Bearish,-0.08179984701512578,-0.9485029000060605,Falling,25.70475184504731,56.646640798590205,Strong,14.925126849675213,True,0.41275240181623934,,0.0,,,False,8.369999999999997,Bearish,Unknown,36.16,27.79,8.369999999999997,8.86,7.259999999999998,-18.43,-18.43,30.118747750989556,32.597498160412066,25.349162011173178,-33.594604447685015,-33.594604447685015,True,True,True,True,True,False,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,Neutral,Bearish,Bearish,6,True,-0.5881,-0.35,-3.24,329.82,332.7,2.15
CSCO,2025-12-29 07:33:03.195560,2025-12-29,,17.31,17.3,18.43,18.29,19.96,19.08,20.16,20.32,26.8,25.74,25.93,25.13,25.63,25.1,26.7,26.2,27.2,26.69,27.78,27.07,27.86,26.91,28.49,27.19,28.46,27.09,19.69,17.55,23.09,22.83,20.49,21.14,20.19,20.79,4.081822878333334,,Contango,Unknown,Falling,,False,Unknown,Neutral,-0.3068736099205302,3.125267522794275,Falling,27.42886231305622,44.28786339436078,Strong,17.432140310485817,True,0.8646894995280663,,0.0,,,False,-2.9299999999999997,Bidirectional,Unknown,20.16,23.09,2.9299999999999997,3.9700000000000024,5.440000000000001,6.41,7.07,-12.689475963620614,17.38939991239598,26.549536359199617,30.832130832130833,34.00673400673401,True,True,True,True,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,Ranging,Bullish,Bullish,102,True,0.0734,-0.26,2.34,77.96,75.37,1.74
GE,2025-12-29 07:33:06.935590,2025-12-29,,24.62,23.77,25.04,24.46,29.93,29.84,33.7,34.18,31.84,31.13,31.6,31.06,32.26,31.7,32.43,31.79,32.37,31.61,32.5,31.63,32.59,31.57,33.53,31.65,33.58,31.65,30.24,29.29,28.78,25.19,23.86,23.45,23.93,24.53,4.081822878333334,,Mixed,Unknown,Rising,,False,Unknown,Bullish,4.746162130688492,3.629498080120429,Falling,26.149809415782066,71.26475395940358,Strong,26.470682208380204,True,0.7854801842249318,,0.0,,,False,4.920000000000002,Bullish,Unknown,33.7,28.78,4.920000000000002,6.649999999999999,7.740000000000002,7.839999999999996,8.060000000000002,17.09520500347464,26.399364827312414,32.43922883487008,31.96086424785975,32.85772523440686,True,True,True,True,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,Trending,Bullish,Bullish,11,True,8.0315,14.19,10.98,298.08,301.29,2.24
IBM,2025-12-29 07:33:10.765332,2025-12-29,,23.44,23.86,23.85,24.04,24.69,24.55,33.48,32.76,33.22,32.79,32.11,31.74,32.14,32.18,32.54,32.29,31.98,31.56,32.35,31.92,32.86,32.08,33.47,32.5,33.59,32.36,11.4,14.09,21.04,26.53,25.53,26.99,25.53,26.6,4.081822878333334,,Mixed,Unknown,Falling,,False,Unknown,Bullish,0.5066548380336311,1.5863198842906017,Falling,33.892731524363946,46.3076064434107,Strong,12.141272326261417,True,0.3626425426004008,,0.0,,,False,12.439999999999998,Bullish,Unknown,33.48,21.04,12.439999999999998,6.689999999999998,6.579999999999998,5.379999999999999,6.259999999999998,59.12547528517109,25.216735770825473,25.773599686643156,20.22556390977443,23.533834586466156,True,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,Neutral,Bullish,Bullish,3,True,0.8277,1.6,4.85,305.93,302.68,1.79
TMUS,2025-12-29 07:33:14.384266,2025-12-29,,24.58,26.35,24.83,25.57,25.25,25.52,25.3,25.54,28.76,29.63,28.86,29.75,29.23,29.46,29.0,28.98,28.66,28.54,29.27,28.64,29.05,28.44,29.36,27.93,29.37,27.92,13.81,20.5,17.73,21.84,20.37,21.76,22.1,26.37,4.081822878333334,,Flat,Unknown,Falling,,False,Unknown,Neutral,1.349218085935443,-1.9722852988715733,Falling,32.373636700479224,48.8699509333074,Strong,14.639714382193311,True,0.5786448372408424,,0.0,,,False,7.57,Bidirectional,Unknown,25.3,17.73,7.57,6.920000000000002,8.489999999999998,2.289999999999999,2.6799999999999997,42.69599548787366,31.684981684981693,41.67893961708394,8.684110731892298,10.163064087978762,True,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,Neutral,Bearish,Bearish,130,True,1.5019,2.85,-3.96,201.12,207.93,1.86
CRM,2025-12-29 07:33:17.780282,2025-12-29,,24.4,24.58,24.93,24.93,25.33,25.11,25.85,25.83,29.41,29.49,33.53,33.28,32.91,32.22,33.91,32.81,34.79,33.65,34.77,34.26,35.36,34.41,37.21,35.0,36.94,34.95,20.38,25.96,29.77,32.62,31.42,30.35,29.5,30.16,4.081822878333334,,Contango,Unknown,Falling,,False,Unknown,Bullish,3.9474259558315445,7.004746084751777,Falling,66.9472577836098,62.88089746278046,Strong,20.174953289216603,True,0.7804624096408743,Ascending Triangle,63.0,,,False,-3.919999999999998,Bullish,Unknown,25.85,29.77,3.919999999999998,-3.2099999999999973,2.1099999999999994,4.629999999999999,5.199999999999999,-13.167618407793075,-9.840588595953395,6.715467854869507,15.351458885941641,17.241379310344826,True,True,True,True,False,True,False,True,True,False,True,False,False,True,False,False,False,True,False,False,True,False,Trending,Bullish,Bullish,24,True,4.3518,10.07,17.4,256.48,249.16,1.94
WFC,2025-12-29 07:33:20.797979,2025-12-29,,19.58,19.29,26.02,25.89,29.05,28.95,27.68,27.39,26.73,26.12,27.27,26.43,28.01,27.14,27.83,27.07,27.96,27.09,28.34,27.58,29.12,27.97,29.56,28.44,29.38,29.01,13.88,18.76,19.96,24.86,23.77,24.86,23.98,24.81,4.081822878333334,,Mixed,Unknown,Falling,,False,Unknown,Bullish,3.3478806037843527,7.907928976131205,Falling,53.65908352160104,69.51074762320235,Strong,14.62834827804396,True,0.5284807903917615,Descending Triangle,64.0,,,False,7.719999999999999,Bullish,Unknown,27.68,19.96,7.719999999999999,1.870000000000001,3.5,3.150000000000002,4.310000000000002,38.67735470941883,7.522123893805315,14.72444257467396,12.696493349455872,17.372027408303115,True,False,True,True,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,Neutral,Bullish,Bullish,31,True,1.614,3.04,6.91,91.61,87.74,1.73
CVX,2025-12-29 07:33:24.064499,2025-12-29,,16.91,18.05,17.58,18.63,19.03,19.07,20.72,20.93,21.26,22.51,21.19,21.71,21.63,21.53,21.95,21.84,22.22,22.37,22.71,22.75,23.15,23.04,24.45,24.57,24.52,24.64,18.1,17.85,17.47,17.44,17.85,17.76,18.63,21.31,4.081822878333334,,Contango,Unknown,Stable,,False,Unknown,Neutral,0.8991114336900428,-0.08067969152146187,Falling,17.52592224286906,57.696817885966034,Moderate,18.442780501204087,True,0.8900955840349464,Descending Triangle,64.0,Evening Star,Strong,True,3.25,Bidirectional,Unknown,20.72,17.47,3.25,3.8200000000000003,3.34,0.9100000000000001,1.8399999999999999,18.60331997710361,21.90366972477064,18.711484593837532,4.270295635851714,8.634443923040825,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,Neutral,Bearish,Bearish,39,True,0.9452,1.41,-0.05,149.98,151.45,1.38
ABT,2025-12-29 07:33:27.372079,2025-12-29,,19.08,19.05,19.66,19.77,21.12,21.19,23.14,22.67,21.91,22.51,21.8,22.42,22.16,22.29,22.44,22.3,22.73,22.44,23.33,22.67,23.68,23.06,24.08,23.05,24.1,23.05,18.46,17.39,20.47,18.74,17.49,21.77,20.9,20.93,4.081822878333334,,Mixed,Unknown,Falling,,False,Unknown,Bearish,-0.2210619154801332,-1.152583209506161,Falling,14.019112533216182,60.4311467841952,Weak,16.1609990329738,True,0.69840099537484,,0.0,Evening Star,Strong,True,2.6700000000000017,Bearish,Unknown,23.14,20.47,2.6700000000000017,3.1700000000000017,4.310000000000002,1.8000000000000007,2.75,13.043478260869573,16.915688367129146,24.64265294453975,8.6000955566173,13.139034878165312,True,True,False,True,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,Ranging,Bearish,Bearish,27,True,-0.441,-0.28,-1.46,125.08,126.26,1.68
