Ticker,timestamp,IV_7_D_Call,IV_7_D_CallChg,IV_7_D_Put,IV_7_D_PutChg,IV_7_D_Call_1W,IV_7_D_Put_1W,IV_7_D_Call_1M,IV_7_D_Put_1M,IV_14_D_Call,IV_14_D_CallChg,IV_14_D_Put,IV_14_D_PutChg,IV_14_D_Call_1W,IV_14_D_Put_1W,IV_14_D_Call_1M,IV_14_D_Put_1M,IV_21_D_Call,IV_21_D_CallChg,IV_21_D_Put,IV_21_D_PutChg,IV_21_D_Call_1W,IV_21_D_Put_1W,IV_21_D_Call_1M,IV_21_D_Put_1M,IV_30_D_Call,IV_30_D_CallChg,IV_30_D_Put,IV_30_D_PutChg,IV_30_D_Call_1W,IV_30_D_Put_1W,IV_30_D_Call_1M,IV_30_D_Put_1M,IV_60_D_Call,IV_60_D_CallChg,IV_60_D_Put,IV_60_D_PutChg,IV_60_D_Call_1W,IV_60_D_Put_1W,IV_60_D_Call_1M,IV_60_D_Put_1M,IV_90_D_Call,IV_90_D_CallChg,IV_90_D_Put,IV_90_D_PutChg,IV_90_D_Call_1W,IV_90_D_Put_1W,IV_90_D_Call_1M,IV_90_D_Put_1M,IV_120_D_Call,IV_120_D_CallChg,IV_120_D_Put,IV_120_D_PutChg,IV_120_D_Call_1W,IV_120_D_Put_1W,IV_120_D_Call_1M,IV_120_D_Put_1M,IV_150_D_Call,IV_150_D_CallChg,IV_150_D_Put,IV_150_D_PutChg,IV_150_D_Call_1W,IV_150_D_Put_1W,IV_150_D_Call_1M,IV_150_D_Put_1M,IV_180_D_Call,IV_180_D_CallChg,IV_180_D_Put,IV_180_D_PutChg,IV_180_D_Call_1W,IV_180_D_Put_1W,IV_180_D_Call_1M,IV_180_D_Put_1M,IV_270_D_Call,IV_270_D_CallChg,IV_270_D_Put,IV_270_D_PutChg,IV_270_D_Call_1W,IV_270_D_Put_1W,IV_270_D_Call_1M,IV_270_D_Put_1M,IV_360_D_Call,IV_360_D_CallChg,IV_360_D_Put,IV_360_D_PutChg,IV_360_D_Call_1W,IV_360_D_Put_1W,IV_360_D_Call_1M,IV_360_D_Put_1M,IV_720_D_Call,IV_720_D_CallChg,IV_720_D_Put,IV_720_D_PutChg,IV_720_D_Call_1W,IV_720_D_Put_1W,IV_720_D_Call_1M,IV_720_D_Put_1M,IV_1080_D_Call,IV_1080_D_CallChg,IV_1080_D_Put,IV_1080_D_PutChg,IV_1080_D_Call_1W,IV_1080_D_Put_1W,IV_1080_D_Call_1M,IV_1080_D_Put_1M,HV_10_D_Cur,HV_20_D_Cur,HV_30_D_Cur,HV_60_D_Cur,HV_90_D_Cur,HV_120_D_Cur,HV_150_D_Cur,HV_180_D_Cur,Date,Snapshot_Age_Hours,IV_Rank_30D,IV_Term_Structure,IV_Trend_7D,HV_Trend_30D,VVIX,Recent_Vol_Spike,Volatility_Regime,Trend_State,Price_vs_SMA20_x,Price_vs_SMA50_x,Volume_Trend,ADX,RSI,Trend_Strength,RV_10D,RV_Calculated,RV_IV_Ratio,Chart_Pattern,Pattern_Confidence,Candlestick_Pattern,Entry_Timing_Quality,Reversal_Confirmation,IVHV_gap_30D,Signal_Type_x,Regime_x,IV30_Call,HV30,IVHV_gap_abs,IVHV_gap_60D,IVHV_gap_90D,IVHV_gap_180D,IVHV_gap_360D,IVHV_gap_30D_pct,IVHV_gap_60D_pct,IVHV_gap_90D_pct,IVHV_gap_180D_pct,IVHV_gap_360D_pct,ShortTerm_IV_Edge,MediumTerm_IV_Edge,LEAP_IV_Edge,UltraLEAP_IV_Edge,ShortTerm_IV_Rich,ShortTerm_IV_Cheap,MediumTerm_IV_Rich,MediumTerm_IV_Cheap,LEAP_IV_Rich,LEAP_IV_Cheap,UltraLEAP_IV_Rich,UltraLEAP_IV_Cheap,HighVol,ElevatedVol,ModerateVol,LowRank,IV_Rich,IV_Cheap,MeanReversion_Setup,Expansion_Setup,df_elevated_plus,df_moderate_vol,Regime_y,EMA_Signal,Signal_Type_y,Days_Since_Cross,Has_Crossover,Trend_Slope,Price_vs_SMA20_y,Price_vs_SMA50_y,SMA20,SMA50,Atr_Pct,Signal_Type,Universal_Data_Complete,Directional_Data_Complete,Data_Complete,Crossover_Age_Bucket,Regime,IV_Rank_XS,Strategy_Name,Strategy_Tier,Valid_Reason,Theory_Source,Regime_Context,IV_Context,Capital_Requirement,Risk_Profile,Greeks_Exposure,Execution_Ready,Confidence,Trade_Bias,Strategy_Type,EXECUTABLE,Primary_Strategy,Secondary_Strategy,Success_Probability,Entry_Priority,Risk_Level
LIN,2025-08-25 07:25:29.088495,15.61,1.54,15.57,1.07,13.63,13.22,22.55,20.87,15.61,1.54,15.57,1.07,13.63,13.22,22.55,20.87,15.61,1.54,15.57,1.07,13.63,13.22,22.55,20.87,15.71,1.49,15.62,0.93,13.63,13.22,21.42,20.01,16.2,0.85,16.0,-0.01,15.95,15.11,19.42,18.5,16.89,0.61,16.67,0.16,17.53,16.25,18.86,17.99,17.59,0.54,17.08,0.14,18.01,16.65,19.25,18.24,17.94,0.45,17.31,0.11,18.2,16.84,19.47,18.39,18.0,0.32,17.38,0.09,18.29,17.04,19.61,18.51,18.59,0.42,17.64,-0.18,18.64,17.66,19.55,18.92,19.12,0.35,18.17,-0.17,19.14,18.29,19.53,18.86,20.09,0.25,18.94,-0.33,20.65,19.53,20.1,18.99,20.09,0.25,18.94,-0.33,20.65,19.53,20.1,18.99,6.43,11.9,11.93,12.27,13.94,21.47,20.5,19.89,8/25/25,3014.2655609272224,26.700898587933246,Flat,Rising,Falling,3.293336707150769,False,Compression,Bullish,3.253384143687067,1.1638302774510678,Falling,33.50376919306527,72.79301232129322,Strong,17.898392855668295,True,1.139299354275512,,0.0,,,False,3.780000000000001,Bullish,Compression,15.71,11.93,3.780000000000001,3.9299999999999997,2.950000000000001,-1.8900000000000006,-0.7699999999999996,31.684828164291712,32.02933985330073,21.16212338593975,-9.502262443438916,-3.8712921065862225,True,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,Trending,Bullish,Bullish,9,True,5.7107,13.38,4.89,411.39,419.88,1.68,Bidirectional,False,True,False,Age_6_15,UNKNOWN_REGIME,26.700898587933246,Long Straddle,1,"Expansion + Very Cheap IV (IV_Rank=27, gap_180d=-1.9)",Natenberg Ch.9 - ATM volatility play,Bidirectional,"gap_30d=3.8, gap_60d=3.9, gap_180d=-1.9, IV_Rank=27",8000,Defined (max loss = total premium),"Delta-neutral, Long Vega, Short Theta",True,72,Bidirectional,Volatility,True,Long Straddle,None,0.72,Medium,Medium
LMT,2025-08-25 07:25:32.790589,19.87,1.97,20.53,4.23,21.94,20.83,22.03,21.93,19.58,1.67,19.87,3.56,21.94,20.83,23.06,22.42,19.49,0.69,19.22,1.66,20.98,19.79,22.77,22.05,19.58,0.52,19.22,1.08,20.89,20.57,23.29,22.7,20.53,0.04,20.45,0.71,22.45,21.06,23.45,21.68,22.26,0.01,22.14,1.38,23.51,22.32,24.03,22.37,22.88,-0.16,22.77,1.56,24.04,23.01,24.31,22.71,22.46,-0.3,22.48,1.6,23.8,22.75,24.47,22.9,22.96,-0.5,22.92,1.33,24.22,22.76,24.49,22.84,23.79,-0.56,23.56,0.93,24.69,22.99,25.48,23.49,24.11,-0.44,23.68,0.74,25.05,23.22,25.66,23.75,24.2,-0.74,23.54,0.28,25.52,23.28,26.27,24.12,24.2,-0.74,23.54,0.28,25.52,23.28,26.27,24.12,15.82,14.67,36.92,32.36,29.23,30.11,30.98,29.23,8/25/25,3014.2655609272224,0.0,Flat,Falling,Falling,1.5362363822739726,False,Low Vol,Bullish,3.282709705251437,2.801008244828265,Falling,17.37860690612536,73.05217194072463,Moderate,17.309256632339775,True,0.8840274071675065,,0.0,,,False,-17.340000000000003,Bullish,Low Vol,19.58,36.92,17.340000000000003,-11.829999999999998,-6.969999999999999,-6.27,-5.120000000000001,-46.966413867822325,-36.55747836835599,-23.845364351693462,-21.45056448853917,-17.516250427642834,True,True,True,True,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False,False,True,False,Trending,Bullish,Bullish,15,True,7.0393,15.35,13.16,467.68,469.87,2.09,Bidirectional,False,True,False,Age_6_15,UNKNOWN_REGIME,0.0,Long Straddle,1,"Expansion + Very Cheap IV (IV_Rank=0, gap_180d=-6.3)",Natenberg Ch.9 - ATM volatility play,Bidirectional,"gap_30d=-17.3, gap_60d=-11.8, gap_180d=-6.3, IV_Rank=0",8000,Defined (max loss = total premium),"Delta-neutral, Long Vega, Short Theta",True,72,Bidirectional,Volatility,True,Long Straddle,None,0.72,Medium,Medium
GPI,2025-08-25 07:25:45.098932,29.66,1.33,29.39,2.32,29.03,29.46,36.1,37.71,29.66,1.33,29.39,2.32,29.03,29.46,36.1,37.71,29.66,1.33,29.39,2.32,29.03,29.46,36.1,37.71,29.66,1.26,29.27,2.12,29.03,29.46,35.09,36.4,30.16,1.0,29.56,1.41,29.91,29.98,33.37,34.17,31.29,0.65,30.75,0.6,31.61,31.38,33.11,33.83,30.74,0.19,30.12,0.2,31.51,31.16,33.78,34.16,30.66,0.06,29.99,0.12,31.15,30.73,33.12,33.79,31.44,-0.21,30.68,0.05,31.77,31.15,32.75,33.49,31.07,0.32,30.01,0.01,31.66,30.86,32.81,32.33,30.91,0.34,29.68,-0.16,31.25,30.24,32.41,31.8,31.25,0.36,29.86,-0.07,31.47,30.25,32.35,31.52,31.25,0.36,29.86,-0.07,31.47,30.25,32.35,31.52,39.37,34.94,46.6,38.09,34.12,41.67,38.92,36.26,8/25/25,3014.2655609272224,10.396039603960375,Flat,Stable,Falling,2.7204043817050447,False,Low Vol,Neutral,-0.1531172206917841,0.45253686107648006,Falling,15.982942029763933,52.866685155849716,Moderate,18.2861840827262,True,0.6165267728498383,,0.0,,,False,-16.94,Bidirectional,Low Vol,29.66,46.6,16.94,-7.930000000000003,-2.8299999999999983,-4.819999999999997,-5.349999999999998,-36.351931330472105,-20.819112627986357,-8.294255568581473,-13.292884721456142,-14.754550468836177,True,True,True,True,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False,False,True,False,Neutral,Bullish,Bullish,23,True,-0.8592,-0.63,1.84,408.18,405.72,2.54,Bidirectional,False,True,False,Age_16_plus,UNKNOWN_REGIME,10.396039603960375,Long Straddle,1,"Expansion + Very Cheap IV (IV_Rank=10, gap_180d=-4.8)",Natenberg Ch.9 - ATM volatility play,Bidirectional,"gap_30d=-16.9, gap_60d=-7.9, gap_180d=-4.8, IV_Rank=10",8000,Defined (max loss = total premium),"Delta-neutral, Long Vega, Short Theta",True,72,Bidirectional,Volatility,True,Long Straddle,None,0.72,Medium,Medium
WSO,2025-08-25 07:25:46.318400,28.62,2.23,29.26,2.87,25.42,25.35,38.43,39.74,28.62,2.23,29.26,2.87,25.42,25.35,38.43,39.74,28.62,2.23,29.26,2.87,25.42,25.35,38.43,39.74,28.59,2.16,29.03,2.54,25.42,25.35,35.74,37.02,28.99,1.74,28.93,1.31,24.83,25.22,30.91,31.99,29.97,0.36,29.78,0.38,27.02,27.3,30.16,29.98,29.22,0.67,29.14,0.51,27.29,27.49,30.85,30.92,29.47,0.22,29.51,0.41,28.28,28.02,29.48,29.53,29.6,-0.1,29.7,0.3,29.14,28.51,29.59,29.35,29.12,0.21,28.79,0.12,29.15,28.64,29.15,28.61,29.12,0.21,28.79,0.12,29.15,28.64,29.15,28.61,29.12,0.21,28.79,0.12,29.15,28.64,29.15,28.61,29.12,0.21,28.79,0.12,29.15,28.64,29.15,28.61,33.39,35.36,31.26,27.47,33.58,35.46,35.15,33.21,8/25/25,3014.2655609272224,30.717054263565874,Flat,Rising,Rising,4.316297281492811,False,Expansion,Neutral,0.21376252442169985,-0.8437503767949741,Falling,11.795807706335852,50.27972721927777,Weak,18.119398617752488,True,0.633767003069342,,0.0,Bullish Engulfing,Strong,True,-2.6700000000000017,Bidirectional,Expansion,28.59,31.26,2.6700000000000017,1.5199999999999996,-3.6099999999999994,-3.6099999999999994,-4.09,-8.541266794625725,5.533309064433927,-10.750446694460987,-10.870219813309243,-12.315567600120444,True,False,True,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,Ranging,Bearish,Bearish,10,True,-0.047,0.74,-2.96,347.35,351.05,2.68,Bidirectional,False,True,False,Age_6_15,UNKNOWN_REGIME,30.717054263565874,Long Straddle,1,"Expansion + Very Cheap IV (IV_Rank=31, gap_180d=-3.6)",Natenberg Ch.9 - ATM volatility play,Bidirectional,"gap_30d=-2.7, gap_60d=1.5, gap_180d=-3.6, IV_Rank=31",8000,Defined (max loss = total premium),"Delta-neutral, Long Vega, Short Theta",True,72,Bidirectional,Volatility,True,Long Straddle,None,0.72,Medium,Medium
TT,2025-08-25 07:25:50.418869,23.59,1.21,23.36,1.72,20.71,21.75,30.1,29.1,23.59,1.21,23.36,1.72,20.71,21.75,30.1,29.1,23.59,1.21,23.36,1.72,20.71,21.75,30.1,29.1,23.32,0.83,23.07,1.36,20.71,21.75,28.5,27.49,23.8,0.19,23.33,0.64,21.79,21.87,25.73,24.68,26.18,0.55,25.37,0.12,24.51,24.51,25.52,24.52,25.43,0.32,24.96,0.01,24.93,25.1,26.09,25.21,25.59,0.4,24.76,0.24,24.63,24.5,26.42,25.58,26.47,0.25,25.76,0.25,25.7,25.31,26.37,25.11,26.82,0.11,25.89,0.06,26.38,25.76,27.51,26.41,27.13,0.27,26.01,-0.02,26.66,25.82,27.76,26.46,27.4,0.33,26.08,-0.07,26.97,25.81,28.06,26.6,27.4,0.33,26.08,-0.07,26.97,25.81,28.06,26.6,19.7,34.76,32.36,24.55,28.36,32.06,32.22,30.5,8/25/25,3014.2655609272224,33.504492939666235,Flat,Rising,Falling,3.237430393932131,False,Expansion,Bearish,-1.4366865609672164,-4.940002240404178,Falling,59.79192790982769,41.735233244295216,Strong,26.12856540881552,True,1.1204359094689331,,0.0,Dark Cloud Cover,Moderate,False,-9.04,Bearish,Expansion,23.32,32.36,9.04,-0.75,-2.1799999999999997,-4.030000000000001,-3.370000000000001,-27.935723114956733,-3.054989816700611,-7.686882933709449,-13.213114754098365,-11.049180327868855,True,False,True,True,False,True,False,False,False,True,False,True,True,False,False,False,False,True,False,False,True,False,Ranging,Bearish,Bearish,43,True,-0.2743,-5.72,-20.4,398.31,412.99,2.1,Bidirectional,False,True,False,Age_16_plus,UNKNOWN_REGIME,33.504492939666235,Long Straddle,1,"Expansion + Very Cheap IV (IV_Rank=34, gap_180d=-4.0)",Natenberg Ch.9 - ATM volatility play,Bidirectional,"gap_30d=-9.0, gap_60d=-0.8, gap_180d=-4.0, IV_Rank=34",8000,Defined (max loss = total premium),"Delta-neutral, Long Vega, Short Theta",True,72,Bidirectional,Volatility,True,Long Straddle,None,0.72,Medium,Medium
CVCO,2025-08-25 07:25:52.633455,30.02,-0.49,29.88,-0.12,31.5,31.62,41.31,40.98,30.02,-0.49,29.88,-0.12,31.5,31.62,41.31,40.98,30.02,-0.49,29.88,-0.12,31.5,31.62,41.31,40.98,30.0,-0.4,29.84,-0.13,31.5,31.62,39.38,38.83,30.52,0.55,30.19,0.11,30.88,30.89,36.07,35.13,31.9,0.46,31.27,-0.09,32.1,32.11,35.61,34.72,32.53,0.38,31.76,-0.21,32.81,32.83,35.37,34.51,32.66,0.18,31.88,-0.12,33.04,32.88,35.22,34.38,32.76,0.05,31.95,-0.05,33.15,32.84,34.97,34.02,32.82,-0.05,32.0,-0.02,33.25,32.81,34.65,33.57,32.82,-0.05,32.0,-0.02,33.25,32.81,34.65,33.57,32.82,-0.05,32.0,-0.02,33.25,32.81,34.65,33.57,32.82,-0.05,32.0,-0.02,33.25,32.81,34.65,33.57,47.01,39.85,39.13,35.72,35.83,38.22,36.69,35.62,8/25/25,3014.2655609272224,0.0,Flat,Stable,Rising,4.114051801110705,False,Compression,Bullish,1.3007615065860958,4.75369425236408,Falling,13.071700946377465,60.66954755891879,Weak,17.038898421884106,True,0.5679632807294702,,0.0,,,False,-9.130000000000003,Bullish,Compression,30.0,39.13,9.130000000000003,-5.199999999999999,-3.9299999999999997,-2.8599999999999994,-2.799999999999997,-23.33248147201636,-14.55767077267637,-10.968462182528608,-8.029197080291969,-7.860752386299824,True,True,True,True,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False,True,True,False,Trending,Bullish,Bullish,35,True,2.462,7.71,27.25,592.73,573.19,3.25,Bidirectional,False,True,False,Age_16_plus,UNKNOWN_REGIME,0.0,Long Straddle,1,"Expansion + Very Cheap IV (IV_Rank=0, gap_180d=-2.9)",Natenberg Ch.9 - ATM volatility play,Bidirectional,"gap_30d=-9.1, gap_60d=-5.2, gap_180d=-2.9, IV_Rank=0",8000,Defined (max loss = total premium),"Delta-neutral, Long Vega, Short Theta",True,72,Bidirectional,Volatility,True,Long Straddle,None,0.72,Medium,Medium
DUOL,2025-08-25 07:25:55.671191,54.51,4.7,55.08,5.5,52.88,52.48,87.82,87.26,56.73,6.91,56.24,6.66,52.88,52.48,87.82,87.26,57.74,3.89,56.92,4.35,50.72,50.38,87.82,87.26,57.07,1.9,57.16,3.14,53.85,52.65,81.11,80.29,59.9,2.86,59.82,3.92,54.99,54.06,68.64,67.23,66.45,0.59,66.36,1.71,63.27,62.19,64.37,62.73,63.24,0.25,62.81,0.83,62.61,61.76,65.95,64.65,61.58,0.4,61.0,0.75,60.68,60.06,63.11,61.72,61.77,0.48,61.28,1.31,60.88,59.51,61.19,59.68,64.65,0.51,63.61,0.79,63.83,62.46,61.44,59.57,64.19,0.55,62.87,0.66,64.51,62.81,60.65,58.97,63.74,0.61,62.11,0.52,65.48,63.24,60.76,58.45,63.74,0.61,62.11,0.52,65.48,63.24,60.76,58.45,95.06,90.28,75.84,58.86,63.35,68.05,69.94,66.23,8/25/25,3014.2655609272224,11.812179016874538,Contango,Rising,Rising,12.162773806441795,False,High Vol,Bearish,-4.317458423281994,-17.090962238603954,Falling,25.622861891454583,33.94285367556911,Strong,33.81614232852301,True,0.5925379766694061,,0.0,,,False,-18.770000000000003,Bearish,High Vol,57.07,75.84,18.770000000000003,1.0399999999999991,3.1000000000000014,-4.460000000000001,-2.0400000000000063,-24.749472573839665,1.7669045191980957,4.893449092344122,-6.734108410086065,-3.0801751472142627,True,False,True,True,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,False,True,False,Trending,Bearish,Bearish,63,True,-4.3148,-8.2,-37.45,189.86,219.11,5.11,Bidirectional,False,True,False,Age_16_plus,UNKNOWN_REGIME,11.812179016874538,Long Straddle,1,"Expansion + Very Cheap IV (IV_Rank=12, gap_180d=-4.5)",Natenberg Ch.9 - ATM volatility play,Bidirectional,"gap_30d=-18.8, gap_60d=1.0, gap_180d=-4.5, IV_Rank=12",8000,Defined (max loss = total premium),"Delta-neutral, Long Vega, Short Theta",True,72,Bidirectional,Volatility,True,Long Straddle,None,0.72,Medium,Medium
TMO,2025-08-25 07:25:56.945320,26.0,1.78,26.16,1.85,28.26,28.88,30.57,30.15,25.93,1.71,26.7,2.39,28.26,28.88,28.79,27.91,26.4,1.01,26.97,1.67,26.15,27.8,28.39,27.45,26.6,-0.06,26.8,0.87,27.02,26.87,29.79,30.26,27.82,0.06,27.37,0.5,28.11,27.06,28.95,28.23,28.99,0.17,28.32,0.57,29.33,29.02,28.83,28.43,28.68,0.34,28.01,0.58,29.56,28.81,30.03,28.98,28.75,-0.45,28.51,0.57,29.76,28.52,29.38,28.44,29.15,-0.33,28.55,0.48,30.16,28.55,30.15,29.25,29.6,-0.34,28.7,0.62,30.31,28.31,31.35,29.6,29.99,-0.13,28.79,0.64,30.36,28.31,31.3,29.24,29.72,-0.46,28.29,-0.23,30.89,28.41,31.54,28.85,29.72,-0.46,28.29,-0.23,30.89,28.41,31.54,28.85,28.0,28.36,40.52,33.75,34.86,37.42,35.88,33.62,8/25/25,3014.2655609272224,0.0,Flat,Stable,Falling,1.4152110168530416,False,Low Vol,Bullish,1.0803059121586653,1.6330060998812488,Falling,36.135097307302736,56.02642975054624,Strong,15.027111428066345,True,0.5649290010551257,Ascending Triangle,63.0,,,False,-13.920000000000002,Bullish,Low Vol,26.6,40.52,13.920000000000002,-5.93,-5.870000000000001,-4.469999999999999,-3.629999999999999,-34.35340572556762,-17.57037037037037,-16.838783706253587,-13.295657346817368,-10.79714455681142,True,True,True,True,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False,False,True,False,Trending,Bullish,Bullish,2,True,5.8471,6.21,9.33,574.53,571.41,1.7,Bidirectional,False,True,False,Age_0_5,UNKNOWN_REGIME,0.0,Long Straddle,1,"Expansion + Very Cheap IV (IV_Rank=0, gap_180d=-4.5)",Natenberg Ch.9 - ATM volatility play,Bidirectional,"gap_30d=-13.9, gap_60d=-5.9, gap_180d=-4.5, IV_Rank=0",8000,Defined (max loss = total premium),"Delta-neutral, Long Vega, Short Theta",True,72,Bidirectional,Volatility,True,Long Straddle,None,0.72,Medium,Medium
MUSA,2025-08-25 07:25:58.625732,29.84,1.5,29.83,1.58,26.8,28.06,38.14,36.78,29.84,1.5,29.83,1.58,26.8,28.06,38.14,36.78,29.84,1.5,29.83,1.58,26.8,28.06,38.14,36.78,29.84,1.43,29.77,1.43,26.8,28.06,35.43,34.44,30.09,0.99,29.83,0.7,28.05,28.37,30.47,30.18,30.66,0.58,30.3,0.31,29.41,29.37,28.93,28.49,30.84,0.3,30.43,0.04,30.13,29.92,29.19,28.76,30.51,0.29,29.99,0.09,30.06,29.74,29.34,28.89,30.62,0.17,29.96,-0.01,30.23,29.72,29.4,28.38,30.73,0.02,29.92,-0.13,30.53,29.73,29.4,28.38,30.73,0.02,29.92,-0.13,30.53,29.73,29.4,28.38,30.73,0.02,29.92,-0.13,30.53,29.73,29.4,28.38,30.73,0.02,29.92,-0.13,30.53,29.73,29.4,28.38,26.99,48.27,42.21,37.2,39.39,38.12,36.5,34.2,8/25/25,3014.2655609272224,35.22595596755503,Flat,Rising,Falling,3.5740826328817112,False,Expansion,Bullish,1.5938947757439672,5.873796039226239,Falling,28.455073002708343,61.01754405147859,Strong,19.516639301365984,True,0.6540428720296911,,0.0,,,False,-12.370000000000001,Bullish,Expansion,29.84,42.21,12.370000000000001,-7.110000000000003,-8.73,-3.580000000000002,-3.4700000000000024,-29.305851693911393,-19.11290322580646,-22.162985529322164,-10.467836257309946,-10.146198830409363,True,True,True,True,False,True,False,True,False,True,False,True,True,False,False,False,False,True,False,False,True,False,Trending,Bullish,Bullish,35,True,3.5552,6.35,22.47,398.65,382.53,2.7,Bidirectional,False,True,False,Age_16_plus,UNKNOWN_REGIME,35.22595596755503,Long Strangle,1,Expansion + Moderately Cheap IV (IV_Rank=35),"Natenberg Ch.9 - OTM volatility (cheaper, needs bigger move)",Bidirectional,"gap_30d=-12.4, gap_60d=-7.1, gap_180d=-3.6, IV_Rank=35",5000,Defined (max loss = total premium),"Delta-neutral, Long Vega, Short Theta",True,68,Bidirectional,Volatility,True,Long Strangle,None,0.68,Medium,Medium
HUBB,2025-08-25 07:26:00.204213,24.78,1.02,26.31,2.82,27.42,26.98,35.52,36.87,24.78,1.02,26.31,2.82,27.42,26.98,35.52,36.87,24.78,1.02,26.31,2.82,27.42,26.98,35.52,36.87,24.95,1.02,25.95,2.31,27.42,26.98,33.77,34.19,26.09,0.66,25.86,0.86,27.48,26.6,30.77,29.43,27.93,0.71,27.59,0.74,28.52,27.68,30.47,29.58,28.77,0.71,28.36,0.64,29.11,28.3,30.32,29.65,29.05,0.75,28.53,0.7,29.57,28.82,30.21,29.67,29.24,0.78,28.64,0.73,29.91,29.18,29.68,29.18,29.36,0.79,28.72,0.75,30.19,29.49,28.99,28.55,29.36,0.79,28.72,0.75,30.19,29.49,28.99,28.55,29.36,0.79,28.72,0.75,30.19,29.49,28.99,28.55,29.36,0.79,28.72,0.75,30.19,29.49,28.99,28.55,31.36,28.21,28.33,24.37,28.51,33.99,35.01,33.6,8/25/25,3014.2655609272224,0.0,Flat,Falling,Rising,3.71507140652176,False,Compression,Bullish,2.904087497266856,3.2305173360955486,Falling,43.69371439562129,58.09641549712366,Strong,27.02435442364089,True,1.0831404578613584,Ascending Triangle,63.0,,,False,-3.379999999999999,Bullish,Compression,24.95,28.33,3.379999999999999,1.7199999999999989,-0.5800000000000018,-4.360000000000003,-4.240000000000002,-11.930815390045884,7.057858022158387,-2.0343739038933775,-12.976190476190485,-12.619047619047624,True,False,True,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False,True,False,True,Trending,Bullish,Bullish,18,True,8.8863,12.84,14.24,442.1,440.7,2.48,Bidirectional,False,True,False,Age_16_plus,UNKNOWN_REGIME,0.0,Long Straddle,1,"Expansion + Very Cheap IV (IV_Rank=0, gap_180d=-4.4)",Natenberg Ch.9 - ATM volatility play,Bidirectional,"gap_30d=-3.4, gap_60d=1.7, gap_180d=-4.4, IV_Rank=0",8000,Defined (max loss = total premium),"Delta-neutral, Long Vega, Short Theta",True,72,Bidirectional,Volatility,True,Long Straddle,None,0.72,Medium,Medium
IT,2025-08-25 07:26:01.615149,33.08,-0.37,33.44,-0.67,33.55,33.96,40.04,38.52,33.08,-0.37,33.44,-0.67,33.55,33.96,40.04,38.52,33.08,-0.37,33.44,-0.67,33.55,33.96,40.04,38.52,33.33,-0.16,33.47,-0.82,33.55,33.96,37.59,36.56,34.76,0.48,34.43,-1.59,35.85,36.33,33.25,33.15,36.94,0.09,36.63,-2.03,39.03,38.84,32.4,32.44,38.02,-0.04,37.61,-2.27,40.69,40.16,31.97,32.08,38.84,0.14,37.85,-1.9,40.88,40.04,31.71,31.85,39.37,0.26,38.01,-1.66,40.83,39.77,31.51,31.42,39.83,0.34,38.36,-0.92,40.46,38.8,31.26,30.87,39.92,0.36,38.57,-0.42,40.11,38.02,31.26,30.87,39.98,0.37,38.72,-0.04,39.83,37.39,31.26,30.87,39.98,0.37,38.72,-0.04,39.83,37.39,31.26,30.87,32.98,119.7,98.15,70.49,59.24,55.62,50.63,46.8,8/25/25,3014.2655609272224,0.0,Flat,Stable,Falling,1.9583893609006608,False,Low Vol,Bullish,5.475004608345724,5.965548680075657,Falling,52.406739682118385,85.66524975458194,Strong,26.709747766021124,True,0.8013725702376575,,0.0,,,False,-64.82000000000001,Bullish,Low Vol,33.33,98.15,64.82000000000001,-35.73,-22.300000000000004,-7.43,-6.8799999999999955,-66.04177279673968,-50.68804085685913,-37.64348413234302,-15.876068376068375,-14.700854700854693,True,True,True,True,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False,False,True,False,Trending,Bullish,Bullish,11,True,4.6107,13.11,14.22,239.5,238.39,2.41,Bidirectional,False,True,False,Age_6_15,UNKNOWN_REGIME,0.0,Long Straddle,1,"Expansion + Very Cheap IV (IV_Rank=0, gap_180d=-7.4)",Natenberg Ch.9 - ATM volatility play,Bidirectional,"gap_30d=-64.8, gap_60d=-35.7, gap_180d=-7.4, IV_Rank=0",8000,Defined (max loss = total premium),"Delta-neutral, Long Vega, Short Theta",True,72,Bidirectional,Volatility,True,Long Straddle,None,0.72,Medium,Medium
