Ticker,timestamp,IV_7_D_Call,IV_7_D_CallChg,IV_7_D_Put,IV_7_D_PutChg,IV_7_D_Call_1W,IV_7_D_Put_1W,IV_7_D_Call_1M,IV_7_D_Put_1M,IV_14_D_Call,IV_14_D_CallChg,IV_14_D_Put,IV_14_D_PutChg,IV_14_D_Call_1W,IV_14_D_Put_1W,IV_14_D_Call_1M,IV_14_D_Put_1M,IV_21_D_Call,IV_21_D_CallChg,IV_21_D_Put,IV_21_D_PutChg,IV_21_D_Call_1W,IV_21_D_Put_1W,IV_21_D_Call_1M,IV_21_D_Put_1M,IV_30_D_Call,IV_30_D_CallChg,IV_30_D_Put,IV_30_D_PutChg,IV_30_D_Call_1W,IV_30_D_Put_1W,IV_30_D_Call_1M,IV_30_D_Put_1M,IV_60_D_Call,IV_60_D_CallChg,IV_60_D_Put,IV_60_D_PutChg,IV_60_D_Call_1W,IV_60_D_Put_1W,IV_60_D_Call_1M,IV_60_D_Put_1M,IV_90_D_Call,IV_90_D_CallChg,IV_90_D_Put,IV_90_D_PutChg,IV_90_D_Call_1W,IV_90_D_Put_1W,IV_90_D_Call_1M,IV_90_D_Put_1M,IV_120_D_Call,IV_120_D_CallChg,IV_120_D_Put,IV_120_D_PutChg,IV_120_D_Call_1W,IV_120_D_Put_1W,IV_120_D_Call_1M,IV_120_D_Put_1M,IV_150_D_Call,IV_150_D_CallChg,IV_150_D_Put,IV_150_D_PutChg,IV_150_D_Call_1W,IV_150_D_Put_1W,IV_150_D_Call_1M,IV_150_D_Put_1M,IV_180_D_Call,IV_180_D_CallChg,IV_180_D_Put,IV_180_D_PutChg,IV_180_D_Call_1W,IV_180_D_Put_1W,IV_180_D_Call_1M,IV_180_D_Put_1M,IV_270_D_Call,IV_270_D_CallChg,IV_270_D_Put,IV_270_D_PutChg,IV_270_D_Call_1W,IV_270_D_Put_1W,IV_270_D_Call_1M,IV_270_D_Put_1M,IV_360_D_Call,IV_360_D_CallChg,IV_360_D_Put,IV_360_D_PutChg,IV_360_D_Call_1W,IV_360_D_Put_1W,IV_360_D_Call_1M,IV_360_D_Put_1M,IV_720_D_Call,IV_720_D_CallChg,IV_720_D_Put,IV_720_D_PutChg,IV_720_D_Call_1W,IV_720_D_Put_1W,IV_720_D_Call_1M,IV_720_D_Put_1M,IV_1080_D_Call,IV_1080_D_CallChg,IV_1080_D_Put,IV_1080_D_PutChg,IV_1080_D_Call_1W,IV_1080_D_Put_1W,IV_1080_D_Call_1M,IV_1080_D_Put_1M,HV_10_D_Cur,HV_20_D_Cur,HV_30_D_Cur,HV_60_D_Cur,HV_90_D_Cur,HV_120_D_Cur,HV_150_D_Cur,HV_180_D_Cur,Date,Snapshot_Age_Hours,IV_Rank_30D,IV_Term_Structure,IV_Trend_7D,HV_Trend_30D,IV30_Call,HV30,IVHV_gap_30D,IVHV_gap_abs,IVHV_gap_60D,IVHV_gap_90D,IVHV_gap_180D,IVHV_gap_360D,IVHV_gap_30D_pct,IVHV_gap_60D_pct,IVHV_gap_90D_pct,IVHV_gap_180D_pct,IVHV_gap_360D_pct,ShortTerm_IV_Edge,MediumTerm_IV_Edge,LEAP_IV_Edge,UltraLEAP_IV_Edge,ShortTerm_IV_Rich,ShortTerm_IV_Cheap,MediumTerm_IV_Rich,MediumTerm_IV_Cheap,LEAP_IV_Rich,LEAP_IV_Cheap,UltraLEAP_IV_Rich,UltraLEAP_IV_Cheap,HighVol,ElevatedVol,ModerateVol,LowRank,IV_Rich,IV_Cheap,MeanReversion_Setup,Expansion_Setup,df_elevated_plus,df_moderate_vol,Regime,EMA_Signal,Signal_Type,Days_Since_Cross,Has_Crossover,Trend_Slope,Price_vs_SMA20,Price_vs_SMA50,SMA20,SMA50,Atr_Pct,Universal_Data_Complete,Directional_Data_Complete,Data_Complete,Crossover_Age_Bucket,Primary_Strategy,Secondary_Strategy,Strategy_Type,Confidence,Success_Probability,Trade_Bias,Entry_Priority,Risk_Level,Strategy_Tier,EXECUTABLE,Dollar_Allocation,Max_Position_Risk,Num_Contracts,Risk_Reward_Ratio,Portfolio_Weight,Risk_Per_Contract,Sizing_Method,Position_Valid,Min_DTE,Max_DTE,Preferred_DTE,Timeframe_Label,Timeframe_Rationale,Contract_Selection_Status,Selected_Expiration,Actual_DTE,Selected_Strikes,Contract_Symbols,Option_Type,Total_Debit,Total_Credit,Liquidity_Score,Open_Interest,Bid_Ask_Spread_Pct,Actual_Risk_Per_Contract,Risk_Model,Structure_Simplified,Contract_Intent,Pre_Filter_Status,Filter_Reason,PCS_Score,Execution_Ready,PCS_Final,Best_Strategy,Leg_Count,Capital_Allocation_Recommended,Contracts_Recommended
LOW,2025-08-25 07:31:36.917366,19.56,1.06,19.77,2.0,32.32,32.43,25.5,26.34,20.14,1.64,20.09,2.31,32.32,32.43,25.36,24.75,20.85,0.99,20.48,1.18,28.85,29.0,24.6,24.54,21.47,1.61,20.88,0.87,27.44,26.72,30.28,29.44,22.22,1.17,21.97,1.32,24.49,24.81,27.13,26.97,23.17,1.02,22.8,1.15,24.47,24.44,26.26,26.18,23.63,0.94,23.21,1.08,24.54,24.26,26.33,26.17,23.94,0.93,23.46,1.03,24.58,24.16,26.37,26.16,24.27,0.91,23.66,0.93,24.99,24.34,26.4,26.12,24.41,0.44,23.8,0.62,25.31,24.43,26.5,25.54,24.86,0.59,24.07,0.7,25.62,24.32,26.59,25.47,25.25,0.37,24.41,0.57,25.89,24.45,26.83,25.37,25.25,0.37,24.41,0.57,25.89,24.45,26.83,25.37,30.98,26.45,26.22,23.63,24.81,27.3,26.52,25.28,8/25/25,2986.466742547222,0.0,Flat,Falling,Rising,21.47,26.22,-4.75,4.75,-1.4100000000000001,-1.639999999999997,-1.0100000000000016,-0.4200000000000017,-18.115942028985508,-5.96699111299196,-6.610237807335741,-3.995253164556968,-1.661392405063298,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,Neutral,Bullish,Bullish,28,True,-1.329,-0.8,4.7,245.29,239.79,1.9,True,True,True,Age_16_plus,Long Straddle,Long Strangle,Directional,70.0,0.6649999999999999,Bidirectional,High,Low,1,True,188.2985877605918,188.2985877605918,3,1.49,0.1882985877605918,500,volatility_scaled,True,60,90,75,Medium-Long,Volatility strategy with depressed IV Rank (0): 60-90 DTE to capture vol expansion,Success,2026-03-20,82,"[240.0, 240.0]","[""LOW260320C00240000"", ""LOW260320P00240000""]",mixed,7170.0,0.0,62.247098802193996,1343,2.8673527730131534,2390.0,Debit_Max,False,Execution_Candidate,Valid,All validation checks passed,79.67412964065821,True,79.67412964065821,Long Straddle,1,7170.0,1.0
LIN,2025-08-25 07:25:29.088495,15.61,1.54,15.57,1.07,13.63,13.22,22.55,20.87,15.61,1.54,15.57,1.07,13.63,13.22,22.55,20.87,15.61,1.54,15.57,1.07,13.63,13.22,22.55,20.87,15.71,1.49,15.62,0.93,13.63,13.22,21.42,20.01,16.2,0.85,16.0,-0.01,15.95,15.11,19.42,18.5,16.89,0.61,16.67,0.16,17.53,16.25,18.86,17.99,17.59,0.54,17.08,0.14,18.01,16.65,19.25,18.24,17.94,0.45,17.31,0.11,18.2,16.84,19.47,18.39,18.0,0.32,17.38,0.09,18.29,17.04,19.61,18.51,18.59,0.42,17.64,-0.18,18.64,17.66,19.55,18.92,19.12,0.35,18.17,-0.17,19.14,18.29,19.53,18.86,20.09,0.25,18.94,-0.33,20.65,19.53,20.1,18.99,20.09,0.25,18.94,-0.33,20.65,19.53,20.1,18.99,6.43,11.9,11.93,12.27,13.94,21.47,20.5,19.89,8/25/25,2986.466742547222,26.700898587933246,Flat,Rising,Falling,15.71,11.93,3.780000000000001,3.780000000000001,3.9299999999999997,2.950000000000001,-1.8900000000000006,-0.7699999999999996,31.684828164291712,32.02933985330073,21.16212338593975,-9.502262443438916,-3.8712921065862225,True,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,Trending,Bullish,Bullish,9,True,5.7107,13.38,4.89,411.39,419.88,1.68,True,True,True,Age_6_15,Long Call,Cash-Secured Put,Directional,70.0,0.7,Bullish,High,Medium,1,True,156.91548980049316,156.91548980049316,2,2.33,0.15691548980049316,500,volatility_scaled,True,60,90,75,Medium,Directional strategy with moderate confidence (70.0): 60-90 DTE for thesis development,Success,2026-03-20,82,[430.0],"[""LIN260320C00430000""]",call,3279.9999999999995,0.0,46.70982225219327,163,4.3613707165108995,1639.9999999999998,Debit_Max,False,Execution_Candidate,Valid,All validation checks passed,79.51294667565799,True,79.51294667565799,Long Call,1,3279.9999999999995,1.0
CRWD,2025-08-25 07:31:39.668210,66.11,4.6,66.06,4.7,66.19,67.03,39.73,36.81,60.8,-0.71,60.82,-0.53,66.19,67.03,38.15,36.0,54.39,-0.33,54.01,0.09,57.36,58.01,37.46,36.25,49.34,-1.05,49.57,-0.58,52.44,52.76,36.43,35.61,44.17,0.17,43.91,0.44,46.49,46.23,43.77,43.38,42.84,0.73,41.77,0.14,44.73,43.96,42.19,41.13,43.86,-0.09,43.36,-0.01,45.21,44.51,41.6,40.3,42.42,-0.36,41.65,-0.48,44.6,43.82,43.78,42.21,41.75,0.05,40.98,-0.07,43.58,42.84,42.22,41.27,42.37,0.4,41.34,0.14,44.14,43.01,43.24,42.13,42.95,0.64,41.71,0.33,44.56,43.24,43.74,42.51,43.64,0.53,41.39,-0.27,44.58,42.31,43.92,42.22,43.64,0.53,41.39,-0.27,44.58,42.31,43.92,42.22,21.41,31.41,27.85,32.86,37.03,50.06,49.49,48.55,8/25/25,2986.466742547222,80.63710181136793,Inverted,Falling,Falling,49.34,27.85,21.490000000000002,21.490000000000002,11.310000000000002,5.810000000000002,-6.799999999999997,-5.599999999999994,77.16337522441651,34.41874619598296,15.689981096408323,-14.006179196704425,-11.534500514933049,True,True,True,True,True,False,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,Trending,Bearish,Bearish,36,True,-6.6019,-17.77,-32.88,498.96,514.07,2.87,True,True,True,Age_16_plus,Long Put,Covered Call (if holding stock),Directional,65.0,0.648375,Bearish,Medium,Medium,1,True,145.70724052902938,145.70724052902938,2,1.84,0.1457072405290294,500,volatility_scaled,True,60,90,75,Medium,Directional strategy with moderate confidence (65.0): 60-90 DTE for thesis development,Success,2026-03-20,82,[450.0],"[""CRWD260320P00450000""]",put,4220.0,0.0,61.46317276218039,625,4.111245465538096,2110.0,Debit_Max,False,Execution_Candidate,Valid,All validation checks passed,79.43895182865413,True,79.43895182865413,Long Put,1,4220.0,1.0
INTU,2025-08-25 07:24:28.818739,25.49,2.87,23.96,0.53,45.68,45.44,23.42,23.52,24.43,1.82,23.49,0.07,45.68,45.44,21.95,21.12,24.49,1.67,24.21,1.11,39.99,39.19,21.44,20.91,25.1,0.31,24.95,0.03,35.72,35.87,27.78,27.74,25.8,0.31,25.44,0.32,31.43,31.92,27.42,26.94,27.06,0.19,26.73,0.15,30.71,30.99,26.48,26.2,27.51,0.01,27.16,-0.08,30.46,30.57,27.44,27.06,27.27,0.07,26.68,-0.05,30.15,30.06,27.98,27.55,28.11,0.25,27.34,-0.15,30.37,30.01,27.89,27.44,29.02,0.43,28.04,-0.04,30.96,30.29,29.23,28.57,30.21,0.72,28.76,-0.02,31.42,30.72,29.83,29.07,30.81,0.4,29.5,-0.2,31.83,30.89,30.44,29.53,30.81,0.4,29.5,-0.2,31.83,30.89,30.44,29.53,38.76,32.97,29.23,23.82,27.75,32.68,34.67,33.4,8/25/25,2986.466742547222,0.0,Flat,Falling,Rising,25.1,29.23,-4.129999999999999,4.129999999999999,1.9800000000000004,-0.6900000000000013,-5.289999999999999,-3.1899999999999977,-14.129319192610328,8.312342569269523,-2.486486486486491,-15.838323353293413,-9.550898203592808,True,False,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,Trending,Bullish,Bullish,18,True,6.1979,14.91,16.43,661.64,660.12,2.03,True,True,True,Age_16_plus,Long Straddle,Long Strangle,Directional,70.0,0.6649999999999999,Bidirectional,High,Low,1,True,188.2985877605918,188.2985877605918,3,1.49,0.1882985877605918,500,volatility_scaled,True,60,90,75,Medium-Long,Volatility strategy with depressed IV Rank (0): 60-90 DTE to capture vol expansion,Success,2026-03-20,82,"[680.0, 680.0]","[""INTU260320C00680000"", ""INTU260320P00680000""]",mixed,23670.000000000004,0.0,59.40097884924474,299,2.292878002578333,7890.000000000001,Debit_Max,False,Execution_Candidate,Valid,All validation checks passed,78.82029365477342,True,78.82029365477342,Long Straddle,1,23670.000000000004,1.0
BA,2025-08-25 07:31:16.069759,26.18,2.57,25.79,1.66,26.52,26.83,43.36,43.88,27.15,3.55,26.71,2.58,26.52,26.83,39.34,39.54,27.98,1.46,27.52,1.84,26.51,27.38,35.86,35.96,28.22,0.99,27.68,0.53,26.69,26.23,34.2,33.57,28.63,0.55,28.18,0.32,27.55,26.91,30.51,30.53,30.42,0.29,29.83,0.59,29.63,28.89,30.62,30.5,30.35,-0.05,29.57,-0.36,29.88,29.02,31.28,31.23,30.5,0.17,29.61,0.48,29.92,28.74,31.88,31.11,30.84,-0.21,30.09,0.22,30.51,29.27,31.45,30.48,31.77,-0.2,30.67,-0.12,31.06,29.54,32.7,31.29,32.17,0.38,30.44,-0.08,31.52,30.21,33.17,32.07,32.87,0.55,31.08,1.22,32.52,30.47,34.11,32.25,32.87,0.55,31.08,1.22,32.52,30.47,34.11,32.25,28.86,27.7,24.43,28.46,28.23,44.17,41.5,39.17,8/25/25,2986.466742547222,20.372836218375465,Flat,Rising,Rising,28.22,24.43,3.789999999999999,3.789999999999999,0.16999999999999815,2.1900000000000013,-8.330000000000002,-7.0,15.513712648383132,0.5973295853829872,7.7577045696068065,-21.26627521062038,-17.870819504723002,True,False,True,True,True,False,False,False,False,True,False,True,False,True,False,True,True,False,False,False,True,False,Trending,Bullish,Bullish,21,True,6.4673,11.1,13.98,205.34,202.46,1.97,True,True,True,Age_16_plus,Long Call,Cash-Secured Put,Directional,65.0,0.6174999999999999,Bullish,Medium,Medium,1,True,145.70724052902938,145.70724052902938,2,1.61,0.1457072405290294,500,volatility_scaled,True,60,90,75,Medium,Directional strategy with moderate confidence (65.0): 60-90 DTE for thesis development,Success,2026-03-20,82,[185.0],"[""BA260320C00185000""]",call,7180.0,0.0,58.52840830723447,557,3.399433427762028,3590.0,Debit_Max,False,Execution_Candidate,Valid,All validation checks passed,78.55852249217034,True,78.55852249217034,Long Call,1,7180.0,1.0
MDB,2025-08-25 07:32:14.076906,116.69,9.53,117.07,10.23,105.9,104.65,50.0,49.13,105.59,-1.58,105.82,-1.02,105.9,104.65,48.11,47.48,91.22,-1.32,91.05,-0.06,90.46,88.8,46.13,45.53,82.7,0.26,81.98,-0.48,78.88,79.58,46.62,46.36,66.91,-0.25,66.69,-0.14,64.64,64.06,60.76,60.06,61.65,0.7,61.03,0.25,59.45,58.7,55.85,55.19,64.36,-0.21,63.74,0.07,61.84,60.53,53.22,52.58,61.05,0.17,60.39,-0.12,59.78,58.63,56.45,55.73,58.96,0.27,58.29,-0.08,57.86,57.58,55.1,53.71,59.62,0.14,58.59,0.15,58.24,57.1,55.65,54.48,58.42,-0.16,57.48,0.0,57.43,56.03,55.45,54.2,57.61,0.74,55.2,-0.04,56.91,54.6,55.39,52.83,57.59,0.87,55.02,-0.03,56.56,54.51,55.47,53.03,57.7,61.6,54.34,50.24,46.95,72.12,66.97,67.09,8/25/25,2986.466742547222,100.0,Inverted,Stable,Rising,82.7,54.34,28.36,28.36,16.669999999999995,14.699999999999996,-8.130000000000003,-8.670000000000002,52.18991534781008,33.18073248407642,31.309904153354623,-12.118050380086453,-12.922939335221345,True,True,True,True,True,False,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,Trending,Bullish,Bullish,24,True,11.6302,24.4,66.09,411.45,369.77,2.62,True,True,True,Age_16_plus,Long Call,Cash-Secured Put,Directional,65.0,0.648375,Bullish,Medium,Medium,1,True,145.70724052902938,145.70724052902938,2,1.84,0.1457072405290294,500,volatility_scaled,True,60,90,75,Medium,Directional strategy with moderate confidence (65.0): 60-90 DTE for thesis development,Success,2026-03-20,82,[360.0],"[""MDB260320C00360000""]",call,19300.0,0.0,52.32375606995733,325,5.702104982680516,9650.0,Debit_Max,False,Execution_Candidate,Valid,All validation checks passed,76.6971268209872,True,76.6971268209872,Long Call,1,19300.0,1.0
SMH,2025-08-25 07:32:04.866343,30.34,2.06,30.24,2.21,29.22,29.08,31.1,31.01,29.84,1.55,29.73,1.7,29.22,29.08,29.79,29.52,29.27,0.99,29.1,1.05,28.3,28.19,29.0,28.85,29.1,0.68,28.85,0.69,28.0,27.83,28.7,28.62,29.5,0.36,29.15,0.4,28.46,28.11,29.24,28.92,29.91,0.1,29.47,0.19,29.84,29.4,29.65,29.3,29.84,0.17,29.24,0.08,29.74,29.25,30.07,29.53,29.55,0.16,29.02,0.1,29.49,29.0,30.14,29.55,29.78,0.14,29.19,0.08,29.62,29.09,29.83,29.23,30.61,0.05,29.81,0.04,30.65,29.87,30.6,29.79,30.91,0.17,29.81,-0.01,31.02,29.99,31.06,30.02,31.62,0.34,29.62,-0.22,31.41,29.94,31.07,29.57,31.84,0.38,29.67,-0.21,31.47,29.85,31.37,29.49,23.22,23.27,20.81,20.94,26.37,41.8,42.56,40.5,8/25/25,2986.466742547222,100.0,Flat,Stable,Rising,29.1,20.81,8.290000000000003,8.290000000000003,8.559999999999999,3.539999999999999,-10.719999999999999,-9.59,39.8366170110524,40.87870105062081,13.424345847554035,-26.469135802469136,-23.679012345679013,True,True,True,True,True,False,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,Trending,Bullish,Bullish,7,True,6.4295,7.14,13.91,358.72,351.95,2.33,True,True,True,Age_6_15,Long Call,Cash-Secured Put,Directional,70.0,0.735,Bullish,High,Medium,1,True,156.91548980049316,156.91548980049316,2,2.77,0.15691548980049316,500,volatility_scaled,True,60,90,75,Medium,Directional strategy with moderate confidence (70.0): 60-90 DTE for thesis development,Success,2026-03-20,82,[315.0],"[""SMH260320C00315000""]",call,12230.0,0.0,52.07003396817384,599,4.4295862933556185,6115.0,Debit_Max,False,Execution_Candidate,Valid,All validation checks passed,76.62101019045215,True,76.62101019045215,Long Call,1,12230.0,1.0
GEV,2025-08-25 07:25:10.865812,41.75,1.08,41.38,0.93,43.09,42.74,49.14,47.12,43.02,2.35,42.4,1.95,43.09,42.74,47.59,46.06,43.94,1.91,43.35,1.61,42.02,41.2,46.63,44.99,44.05,0.98,42.98,0.53,42.22,42.61,45.4,43.85,45.24,0.23,44.87,0.7,43.15,43.0,44.92,43.47,47.38,0.22,46.54,0.04,46.32,45.91,45.18,43.84,48.19,0.33,47.17,-0.05,47.24,46.6,47.31,45.8,47.85,0.2,47.34,0.62,47.08,46.32,46.95,45.53,48.37,0.49,47.64,0.27,47.39,46.54,46.54,45.07,47.43,0.23,46.69,-0.07,46.93,46.28,46.93,45.4,47.33,0.55,46.12,-0.14,47.14,46.35,47.09,45.44,47.52,0.93,45.85,-0.22,47.23,46.21,47.71,45.82,47.52,0.93,45.85,-0.22,47.23,46.21,47.71,45.82,26.41,29.28,49.51,40.79,39.87,53.72,63.53,60.41,8/25/25,2986.466742547222,57.54716981132071,Flat,Stable,Falling,44.05,49.51,-5.460000000000001,5.460000000000001,4.450000000000003,7.510000000000005,-12.04,-13.079999999999998,-11.028075136336096,10.909536651139993,18.836217707549547,-19.930475086906142,-21.652044363515973,True,True,True,True,False,True,True,False,False,True,False,True,True,False,False,False,False,True,False,False,True,False,Trending,Bullish,Bullish,28,True,6.76,17.45,59.16,646.01,604.3,5.33,True,True,True,Age_16_plus,Long Call,Cash-Secured Put,Directional,65.0,0.6174999999999999,Bullish,Medium,Medium,1,True,145.70724052902938,145.70724052902938,2,1.61,0.1457072405290294,500,volatility_scaled,True,60,90,75,Medium,Directional strategy with moderate confidence (65.0): 60-90 DTE for thesis development,Success,2026-03-20,82,[620.0],"[""GEV260320C00620000""]",call,17320.0,0.0,51.77590633325785,130,4.84920165582495,8660.0,Debit_Max,False,Execution_Candidate,Valid,All validation checks passed,76.53277189997735,True,76.53277189997735,Long Call,1,17320.0,1.0
DE,2025-08-25 07:25:13.745359,22.21,2.7,21.87,1.81,22.36,22.11,27.12,26.28,21.95,2.44,21.7,1.65,22.36,22.11,25.78,25.56,21.45,0.82,22.15,2.29,22.77,22.07,31.93,31.0,22.43,1.87,22.07,1.18,22.57,22.51,31.25,31.41,23.3,1.04,23.05,1.06,23.43,22.86,28.41,28.23,24.81,0.49,24.43,0.77,25.18,24.38,28.07,27.42,25.45,0.19,24.98,0.55,26.14,25.22,27.89,27.0,25.51,0.38,24.84,0.52,26.03,24.91,27.75,26.73,25.97,0.5,25.25,0.46,26.31,25.02,26.86,26.29,26.59,0.54,25.77,0.46,26.85,25.47,27.43,26.57,26.68,0.33,25.75,0.09,27.11,25.72,27.56,26.49,27.88,0.04,26.32,-0.4,28.68,26.48,28.78,27.1,28.1,0.12,26.43,-0.45,28.9,26.67,28.97,27.17,41.31,36.29,31.32,25.74,25.92,31.21,30.69,29.8,8/25/25,2986.466742547222,0.0,Flat,Stable,Rising,22.43,31.32,-8.89,8.89,-2.4399999999999977,-1.110000000000003,-3.830000000000002,-3.120000000000001,-28.38441890166028,-9.47940947940947,-4.282407407407419,-12.852348993288595,-10.469798657718124,True,True,True,True,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False,True,True,False,Trending,Bearish,Bearish,4,True,-5.3721,-4.67,-3.76,473.6,472.69,2.01,True,True,True,Age_0_5,Long Straddle,Long Strangle,Directional,70.0,0.6649999999999999,Bidirectional,High,Low,1,True,188.2985877605918,188.2985877605918,3,1.49,0.1882985877605918,500,volatility_scaled,True,60,90,75,Medium-Long,Volatility strategy with depressed IV Rank (0): 60-90 DTE to capture vol expansion,Success,2026-03-20,82,"[460.0, 460.0]","[""DE260320C00460000"", ""DE260320P00460000""]",mixed,14340.0,0.0,51.45008758207384,449,3.1935984024807706,4780.0,Debit_Max,False,Execution_Candidate,Valid,All validation checks passed,76.43502627462215,True,76.43502627462215,Long Straddle,1,14340.0,1.0
ADBE,2025-08-25 07:26:06.104202,30.27,1.71,30.31,1.53,30.65,30.12,29.23,28.13,45.01,16.45,44.6,15.82,30.65,30.12,28.18,27.22,52.04,1.52,51.69,1.45,30.29,29.82,27.54,26.46,47.51,0.19,47.24,0.21,46.86,45.93,27.4,26.87,41.12,0.87,40.17,0.81,40.73,40.21,36.08,35.18,38.15,0.67,37.71,0.69,38.14,37.57,34.08,33.21,39.22,0.15,38.73,0.32,39.17,38.28,33.06,32.1,37.13,-0.44,36.83,-0.08,38.38,37.43,34.88,33.74,36.61,0.07,36.03,0.12,37.37,36.4,34.3,32.93,36.2,0.23,34.68,-0.48,36.89,35.28,34.01,32.58,35.58,0.14,34.38,0.37,36.97,35.17,34.34,32.71,35.57,0.19,33.26,-0.27,36.29,33.77,34.5,32.29,35.72,0.35,33.31,-0.47,36.48,33.93,34.53,32.56,30.09,29.64,25.11,27.45,25.73,36.75,33.93,36.92,8/25/25,2986.466742547222,100.0,Mixed,Stable,Rising,47.51,25.11,22.4,22.4,13.669999999999998,12.419999999999998,-0.3100000000000023,-1.3400000000000034,89.20748705694942,49.799635701275044,48.27050136027982,-0.839653304442043,-3.6294691224268782,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,Trending,Bullish,Bullish,18,True,2.3525,9.65,15.2,344.15,338.6,2.65,True,True,True,Age_16_plus,Long Call,Cash-Secured Put,Directional,65.0,0.648375,Bullish,Medium,Medium,1,True,145.70724052902938,145.70724052902938,2,1.84,0.1457072405290294,500,volatility_scaled,True,60,90,75,Medium,Directional strategy with moderate confidence (65.0): 60-90 DTE for thesis development,Success,2026-03-20,82,[340.0],"[""ADBE260320C00340000""]",call,6440.000000000001,0.0,50.87887895794554,1539,5.750798722044742,3220.0000000000005,Debit_Max,False,Execution_Candidate,Valid,All validation checks passed,76.26366368738366,True,76.26366368738366,Long Call,1,6440.000000000001,1.0
GS,2025-08-25 07:24:40.758584,23.53,1.16,23.54,1.54,23.22,22.87,24.13,23.97,23.96,1.59,24.02,2.02,23.22,22.87,23.56,23.61,24.51,1.12,24.52,1.72,23.1,23.0,23.61,23.64,24.68,0.73,24.59,1.49,24.17,23.63,23.1,23.25,27.03,0.22,26.76,0.51,26.76,26.63,24.3,24.04,26.63,0.17,26.27,0.2,26.33,26.25,26.1,25.61,26.68,0.06,26.25,0.48,26.03,25.49,26.21,25.73,27.15,0.08,26.65,0.38,26.97,26.21,26.28,25.4,26.97,-0.06,26.45,0.23,26.76,26.07,26.88,26.12,27.16,0.28,26.52,0.45,27.32,26.57,27.7,26.42,27.32,0.11,26.68,0.27,27.55,26.51,27.95,26.52,27.89,0.02,26.77,-0.24,28.32,27.19,28.53,26.99,27.89,0.02,26.77,-0.24,28.32,27.19,28.53,26.99,29.06,24.17,22.17,21.17,23.17,37.02,34.82,33.76,8/25/25,2986.466742547222,100.0,Flat,Stable,Rising,24.68,22.17,2.509999999999998,2.509999999999998,5.859999999999999,3.4599999999999973,-6.789999999999999,-6.439999999999998,11.321605773567875,27.68068020784128,14.933103150625795,-20.11255924170616,-19.07582938388625,True,True,True,True,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,Trending,Bullish,Bullish,31,True,16.395,35.35,89.97,871.69,817.07,2.19,True,True,True,Age_16_plus,Long Call,Cash-Secured Put,Directional,65.0,0.648375,Bullish,Medium,Medium,1,True,145.70724052902938,145.70724052902938,2,1.84,0.1457072405290294,500,volatility_scaled,True,60,90,75,Medium,Directional strategy with moderate confidence (65.0): 60-90 DTE for thesis development,Success,2026-03-20,82,[810.0],"[""GS260320C00810000""]",call,24340.0,0.0,50.06864632338032,300,5.184404636459436,12170.0,Debit_Max,False,Execution_Candidate,Valid,All validation checks passed,76.0205938970141,True,76.0205938970141,Long Call,1,24340.0,1.0
